Date,1d,1w,2w,3w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,18m,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,25y,30y,40y,50y
27/07/2012,0.46,0.453748,0.432665,0.425649,0.420839,0.406274,0.390002,0.372723,0.356666,0.343258,0.333727,0.325127,0.314498,0.306244,0.299234,0.292598,0.27374,0.275275,0.33291,0.456138,0.637796,0.832531,1.03978,1.24475,1.43596,1.60854,1.89013,2.174,2.45899,2.61323,2.69114,2.80867,2.84255
30/07/2012,0.455,0.42465,0.413802,0.410196,0.407882,0.390899,0.37071,0.349266,0.330303,0.315007,0.30221,0.291206,0.27972,0.270197,0.261673,0.254031,0.229796,0.226899,0.280233,0.414747,0.606696,0.810341,1.02454,1.23636,1.43444,1.61297,1.89315,2.17936,2.46361,2.61583,2.69579,2.81433,2.85329
31/07/2012,0.46,0.411261,0.401797,0.398652,0.396634,0.378804,0.357559,0.336289,0.317794,0.301361,0.289412,0.278587,0.266194,0.256025,0.248155,0.239555,0.213786,0.206819,0.250215,0.371831,0.550932,0.753162,0.965255,1.17446,1.36976,1.54626,1.8264,2.11797,2.40758,2.56268,2.64555,2.76406,2.80303
01/08/2012,0.46,0.408011,0.403692,0.402263,0.401239,0.383068,0.363741,0.340901,0.322602,0.306986,0.294992,0.28271,0.272636,0.262774,0.256047,0.250015,0.232106,0.226877,0.273248,0.394453,0.581897,0.787017,1.00096,1.2128,1.41038,1.58914,1.86894,2.15671,2.44252,2.59266,2.67058,2.789,2.82687
02/08/2012,0.45,0.451067,0.451174,0.451223,0.451273,0.427421,0.403615,0.377916,0.356236,0.338783,0.327016,0.315792,0.30504,0.295065,0.287557,0.280783,0.259424,0.244935,0.277804,0.386794,0.561722,0.759516,0.967546,1.17453,1.36747,1.54186,1.82502,2.12018,2.41339,2.56647,2.64739,2.7647,2.79849
03/08/2012,0.45,0.450428,0.450603,0.450675,0.450736,0.426,0.401011,0.3768,0.356066,0.342779,0.333778,0.324506,0.315777,0.307988,0.301904,0.296565,0.280888,0.275021,0.321071,0.442269,0.620685,0.82612,1.0377,1.24816,1.44503,1.62315,1.90627,2.19184,2.48057,2.62917,2.70561,2.82188,2.8541
06/08/2012,0.45,0.448994,0.448928,0.448919,0.448929,0.420246,0.399399,0.37335,0.348955,0.330878,0.317091,0.302705,0.291332,0.281145,0.272045,0.265002,0.239037,0.235551,0.277537,0.396752,0.573421,0.778336,0.988761,1.19947,1.39589,1.57318,1.85582,2.141,2.42326,2.57234,2.64933,2.76397,2.79515
07/08/2012,0.45,0.450463,0.45052,0.450552,0.448732,0.417593,0.395002,0.366804,0.345923,0.332013,0.322131,0.311832,0.303482,0.295861,0.289521,0.28439,0.267614,0.2646,0.31381,0.439814,0.623538,0.831124,1.04376,1.25582,1.4549,1.63189,1.9096,2.19622,2.4743,2.62146,2.69552,2.80763,2.83879
08/08/2012,0.45,0.451929,0.452108,0.45218,0.448615,0.43448,0.422047,0.402525,0.388715,0.378266,0.370543,0.362398,0.355125,0.348399,0.343789,0.339664,0.327634,0.328551,0.370597,0.486224,0.660174,0.859885,1.06756,1.27652,1.46889,1.64178,1.91994,2.20152,2.47712,2.61779,2.69093,2.80047,2.83162
09/08/2012,0.45,0.448934,0.448863,0.448852,0.446048,0.433502,0.421362,0.40292,0.390117,0.38007,0.372952,0.366556,0.360761,0.354727,0.350418,0.347171,0.340301,0.346592,0.397418,0.513711,0.688553,0.887099,1.09637,1.30625,1.49937,1.67264,1.94906,2.22726,2.49695,2.63309,2.69664,2.80356,2.83466
10/08/2012,0.45,0.450016,0.450037,0.450057,0.446858,0.433517,0.420839,0.406074,0.392612,0.382834,0.375469,0.367364,0.359601,0.352895,0.347944,0.343769,0.330308,0.328674,0.369972,0.477903,0.64399,0.835434,1.04077,1.24588,1.43596,1.60778,1.88534,2.1661,2.44446,2.58571,2.65436,2.76134,2.79247
13/08/2012,0.45,0.450019,0.450041,0.450058,0.445003,0.431391,0.420086,0.404843,0.392949,0.385732,0.379732,0.372042,0.365825,0.360108,0.355573,0.352342,0.341442,0.345119,0.384674,0.49597,0.663334,0.859257,1.06463,1.27073,1.4616,1.63654,1.91397,2.19637,2.47942,2.6215,2.69153,2.79846,2.8316
14/08/2012,0.45,0.450019,0.450038,0.450058,0.443632,0.430399,0.419624,0.4063,0.39504,0.386514,0.379791,0.37212,0.365668,0.359972,0.355448,0.351946,0.342601,0.342631,0.389409,0.510396,0.684741,0.884537,1.09178,1.29938,1.49311,1.66842,1.9459,2.2262,2.50962,2.65131,2.72094,2.82787,2.861
15/08/2012,0.45,0.450017,0.450036,0.450056,0.44342,0.434171,0.424409,0.410707,0.400125,0.391487,0.384075,0.375058,0.366563,0.358907,0.353691,0.348951,0.339701,0.34415,0.408817,0.53746,0.724864,0.933449,1.14556,1.35905,1.55536,1.73223,2.00876,2.28973,2.57485,2.71618,2.78542,2.89235,2.92545
16/08/2012,0.45,0.450019,0.450039,0.450058,0.443211,0.432615,0.42248,0.409103,0.398895,0.389889,0.382484,0.375221,0.368437,0.361512,0.356945,0.353496,0.34457,0.359659,0.428773,0.561996,0.750272,0.954953,1.16179,1.36925,1.56482,1.74308,2.02018,2.2997,2.58431,2.72957,2.80015,2.90741,2.94071
17/08/2012,0.45,0.447848,0.447056,0.445853,0.439559,0.429416,0.418468,0.407951,0.394652,0.383381,0.374932,0.366478,0.358837,0.352119,0.346395,0.341018,0.327552,0.34187,0.410738,0.546658,0.739999,0.941998,1.15265,1.35662,1.55261,1.72732,2.00698,2.28406,2.56629,2.7086,2.77831,2.88559,2.9189
20/08/2012,0.45,0.453609,0.453846,0.450152,0.445019,0.434832,0.424444,0.413424,0.399186,0.388393,0.380184,0.37173,0.365539,0.359935,0.355015,0.35138,0.343259,0.360697,0.431209,0.561049,0.748101,0.947158,1.15327,1.35369,1.54474,1.71652,1.99509,2.27468,2.55588,2.69896,2.76892,2.8762,2.90951
21/08/2012,0.45,0.450384,0.450435,0.445701,0.440818,0.4309,0.419964,0.409129,0.398167,0.38967,0.383149,0.376023,0.370362,0.365617,0.361775,0.358903,0.354627,0.375433,0.450472,0.581099,0.774025,0.978052,1.18694,1.39332,1.58608,1.76128,2.03684,2.3217,2.603,2.75153,2.82539,2.93264,2.96592
22/08/2012,0.45,0.44924,0.449194,0.443476,0.438296,0.42926,0.417799,0.40598,0.393702,0.383131,0.375269,0.36735,0.360708,0.354899,0.350693,0.346941,0.339103,0.354285,0.42591,0.550314,0.730797,0.930185,1.13508,1.33774,1.52773,1.69885,1.98096,2.26549,2.55277,2.70589,2.78608,2.89331,2.9266
23/08/2012,0.45,0.450355,0.450403,0.444597,0.440621,0.430623,0.418272,0.403656,0.39085,0.37831,0.368868,0.360389,0.352722,0.345127,0.339572,0.334807,0.32192,0.33662,0.400465,0.51767,0.688309,0.881959,1.08207,1.27979,1.4656,1.63393,1.9161,2.2037,2.4949,2.65028,2.73254,2.83979,2.87313
24/08/2012,0.45,0.450369,0.449022,0.442156,0.437739,0.426174,0.410454,0.397851,0.378529,0.362007,0.350252,0.338842,0.328925,0.320699,0.31401,0.307805,0.291666,0.299729,0.361689,0.476397,0.650151,0.842225,1.04192,1.23706,1.42364,1.59236,1.87562,2.16305,2.45919,2.61698,2.70166,2.80895,2.84281
28/08/2012,0.45,0.448682,0.441446,0.437141,0.434377,0.420955,0.404479,0.39013,0.370496,0.353978,0.341208,0.327352,0.316278,0.306592,0.29818,0.291237,0.266477,0.263992,0.319313,0.436397,0.607281,0.801678,1.00264,1.19798,1.38757,1.55931,1.84145,2.12825,2.42516,2.58372,2.66917,2.77902,2.8129
29/08/2012,0.45,0.44973,0.441153,0.437353,0.435085,0.420677,0.403704,0.388742,0.371947,0.357531,0.346348,0.334596,0.325001,0.317012,0.309564,0.303267,0.285188,0.288635,0.342974,0.457444,0.623136,0.814629,1.0133,1.20724,1.39309,1.56434,1.84603,2.13245,2.4285,2.58616,2.67075,2.7806,2.81448
30/08/2012,0.45,0.451213,0.44133,0.438048,0.436247,0.4216,0.404382,0.389919,0.372589,0.358437,0.34653,0.333104,0.322331,0.313677,0.305133,0.298081,0.274076,0.269722,0.321093,0.431432,0.595757,0.783802,0.977929,1.17141,1.35832,1.52499,1.802,2.09103,2.39124,2.55033,2.63895,2.7538,2.78765
31/08/2012,0.45,0.447018,0.438413,0.435557,0.434137,0.419216,0.402243,0.386572,0.365067,0.34882,0.33567,0.321804,0.310677,0.302476,0.294053,0.287599,0.263965,0.26199,0.312708,0.427365,0.593568,0.785371,0.981829,1.17762,1.36486,1.53655,1.81812,2.1097,2.41294,2.57659,2.66977,2.78712,2.8235
03/09/2012,0.45,0.43895,0.434712,0.433311,0.431483,0.417072,0.399763,0.384665,0.365261,0.350647,0.337378,0.32534,0.314408,0.3055,0.297176,0.290736,0.265958,0.262942,0.310384,0.424389,0.592258,0.782561,0.983758,1.1819,1.37012,1.54286,1.82298,2.11343,2.41719,2.58063,2.67302,2.79192,2.83082
04/09/2012,0.45,0.435605,0.432755,0.431817,0.430266,0.41726,0.399832,0.385408,0.367925,0.354371,0.341766,0.329811,0.320873,0.312535,0.304817,0.298343,0.273323,0.269211,0.314994,0.425,0.585835,0.776197,0.972629,1.17126,1.35877,1.53038,1.80737,2.09592,2.40218,2.5679,2.65798,2.77789,2.81882
05/09/2012,0.45,0.432946,0.431541,0.431085,0.428989,0.416948,0.399044,0.38433,0.369654,0.357539,0.346264,0.335884,0.327667,0.32036,0.313874,0.308142,0.287769,0.288008,0.332804,0.439148,0.596274,0.781458,0.975852,1.17111,1.35645,1.5247,1.80363,2.09615,2.40201,2.57006,2.66502,2.78968,2.83139
06/09/2012,0.44,0.439718,0.439712,0.439722,0.435057,0.423084,0.403373,0.386692,0.369799,0.356811,0.344637,0.335412,0.327253,0.319946,0.314313,0.309198,0.295121,0.307611,0.366338,0.481588,0.65004,0.83755,1.03622,1.2341,1.42336,1.59321,1.87424,2.16705,2.4778,2.64943,2.74794,2.87814,2.93246
07/09/2012,0.433,0.432755,0.432677,0.432663,0.428473,0.418288,0.39982,0.386945,0.374422,0.364996,0.355765,0.348258,0.341362,0.335598,0.33091,0.326556,0.315913,0.317725,0.373417,0.48036,0.642454,0.825883,1.02179,1.21407,1.40098,1.5698,1.85231,2.15084,2.46835,2.64803,2.75209,2.88985,2.94666
10/09/2012,0.43,0.428571,0.428468,0.425588,0.422442,0.412296,0.396659,0.38405,0.375031,0.368242,0.361592,0.35574,0.350429,0.346229,0.342851,0.340494,0.335439,0.340939,0.397664,0.506923,0.669075,0.851664,1.04515,1.23631,1.42193,1.5923,1.87689,2.17344,2.49621,2.67431,2.77719,2.91519,2.97416
11/09/2012,0.43,0.430017,0.430035,0.427195,0.423407,0.413694,0.39745,0.384427,0.375262,0.368181,0.361345,0.355277,0.350458,0.346082,0.342321,0.33973,0.337998,0.347112,0.400474,0.503054,0.65926,0.838885,1.03058,1.22238,1.40699,1.57576,1.86243,2.15965,2.4823,2.66421,2.77092,2.91327,2.97138
12/09/2012,0.428,0.428018,0.428036,0.426625,0.422408,0.414333,0.401471,0.390538,0.38303,0.376155,0.369419,0.363659,0.35926,0.355686,0.352833,0.35079,0.352179,0.367729,0.431062,0.546296,0.713109,0.903526,1.10029,1.29791,1.48706,1.65992,1.94418,2.24024,2.55664,2.73304,2.83419,2.97503,3.03263
13/09/2012,0.428,0.428017,0.428035,0.426624,0.420265,0.411871,0.398637,0.387195,0.377743,0.368972,0.360695,0.355147,0.350362,0.346512,0.343923,0.341607,0.336851,0.338443,0.399492,0.514035,0.682476,0.870441,1.06523,1.26337,1.45043,1.62333,1.90608,2.19806,2.51144,2.68583,2.78497,2.92078,2.97539
14/09/2012,0.428,0.428014,0.428034,0.425789,0.420897,0.412937,0.40081,0.390488,0.38208,0.374577,0.368094,0.363789,0.360629,0.358492,0.357359,0.356986,0.366085,0.391984,0.468586,0.593686,0.775625,0.973247,1.17697,1.37773,1.57068,1.74817,2.02875,2.31979,2.62835,2.79945,2.89605,3.029,3.0834
17/09/2012,0.426,0.426017,0.423891,0.421289,0.417488,0.407651,0.396663,0.386639,0.377908,0.370779,0.366243,0.363597,0.361716,0.360027,0.358892,0.358611,0.368958,0.392937,0.472205,0.591148,0.761922,0.953814,1.15381,1.35127,1.53987,1.71532,1.99468,2.2859,2.58995,2.75929,2.85358,2.98144,3.02825
18/09/2012,0.426,0.426017,0.423891,0.420455,0.416905,0.40735,0.396278,0.387234,0.380797,0.375894,0.370475,0.365873,0.362681,0.35991,0.357738,0.356412,0.359956,0.378417,0.447274,0.571143,0.741117,0.92695,1.12371,1.3186,1.50576,1.6813,1.96174,2.25174,2.55959,2.7297,2.82686,2.95201,2.9962
19/09/2012,0.426,0.426017,0.423891,0.420336,0.417572,0.408927,0.397323,0.387061,0.379619,0.373348,0.366471,0.36083,0.356685,0.353379,0.350853,0.348973,0.349125,0.36827,0.43828,0.555289,0.715248,0.897615,1.08928,1.28045,1.46569,1.6381,1.91586,2.20648,2.51697,2.68951,2.78683,2.90935,2.94862
20/09/2012,0.428,0.428017,0.425892,0.421622,0.418702,0.41019,0.398252,0.387358,0.378463,0.371519,0.364329,0.359671,0.355444,0.351468,0.348556,0.346156,0.343841,0.360758,0.426046,0.536925,0.693768,0.87073,1.05756,1.24392,1.42831,1.59665,1.87637,2.16243,2.47549,2.64863,2.74554,2.87007,2.91239
21/09/2012,0.428,0.427296,0.42383,0.419829,0.41726,0.408788,0.397915,0.388254,0.379585,0.373019,0.366518,0.362079,0.35839,0.355234,0.352926,0.351013,0.351302,0.362975,0.433478,0.552743,0.712965,0.89645,1.09007,1.27858,1.4609,1.63277,1.90943,2.20076,2.51607,2.69298,2.79368,2.91614,2.9579
24/09/2012,0.431,0.426731,0.424606,0.421765,0.420072,0.409478,0.398395,0.388055,0.378705,0.372239,0.367199,0.363563,0.360395,0.357324,0.354614,0.353056,0.355428,0.372559,0.447097,0.559705,0.710761,0.887508,1.07302,1.25841,1.43999,1.60984,1.88616,2.17827,2.50172,2.6835,2.78761,2.91204,2.95124
25/09/2012,0.431,0.426729,0.422639,0.419619,0.417819,0.406985,0.395309,0.386103,0.377619,0.371563,0.365982,0.361659,0.358854,0.356191,0.354078,0.352744,0.354794,0.374951,0.450267,0.563554,0.720529,0.901077,1.08633,1.27204,1.45532,1.62509,1.90419,2.19099,2.50928,2.68588,2.78479,2.90977,2.94643
26/09/2012,0.431,0.426731,0.421391,0.418788,0.417238,0.406589,0.394919,0.385264,0.377786,0.37201,0.366353,0.362038,0.359103,0.356507,0.354524,0.353137,0.353894,0.367374,0.433683,0.533695,0.674923,0.843729,1.01998,1.19584,1.3691,1.53391,1.81159,2.10806,2.43295,2.61314,2.71346,2.83611,2.87039
27/09/2012,0.431,0.426731,0.420141,0.417955,0.416467,0.40503,0.393748,0.384318,0.376738,0.371041,0.364881,0.36088,0.357946,0.355553,0.354109,0.352948,0.353706,0.363648,0.431314,0.538279,0.688873,0.865091,1.04902,1.23193,1.4105,1.57817,1.85597,2.15478,2.47812,2.65519,2.75338,2.87805,2.91789
28/09/2012,0.421,0.423872,0.417461,0.415335,0.413976,0.401135,0.386901,0.37517,0.365267,0.357337,0.346682,0.338767,0.332009,0.326165,0.321529,0.317262,0.308283,0.318642,0.389809,0.49766,0.647967,0.826888,1.01595,1.20177,1.38268,1.55191,1.82628,2.12185,2.44804,2.62643,2.72338,2.85116,2.89053
01/10/2012,0.427,0.414159,0.409353,0.407762,0.406748,0.3938,0.379764,0.369343,0.360315,0.351681,0.344761,0.3384,0.333734,0.329324,0.32563,0.323235,0.320145,0.331261,0.395861,0.509365,0.663202,0.843832,1.03375,1.22261,1.40456,1.57489,1.85072,2.14674,2.46981,2.64502,2.74389,2.87167,2.91102
02/10/2012,0.427,0.409159,0.405603,0.404428,0.403682,0.388822,0.374541,0.363206,0.354207,0.346231,0.338648,0.332127,0.327194,0.322923,0.319359,0.316525,0.309556,0.308339,0.37399,0.487317,0.645785,0.829588,1.02171,1.21193,1.39841,1.57063,1.85102,2.14577,2.46954,2.64749,2.74709,2.87536,2.91421
03/10/2012,0.43,0.406444,0.404495,0.403856,0.403407,0.388733,0.372756,0.362017,0.352446,0.342889,0.334121,0.326259,0.319643,0.314352,0.310624,0.307165,0.296548,0.302947,0.366613,0.478433,0.637506,0.817915,1.01206,1.20426,1.39122,1.56302,1.84395,2.13973,2.46611,2.64887,2.74784,2.8757,2.91431
04/10/2012,0.417,0.417017,0.417034,0.417051,0.417077,0.400085,0.383082,0.371155,0.360249,0.350219,0.341054,0.334783,0.32902,0.323968,0.319936,0.316469,0.306083,0.312735,0.374251,0.485032,0.643988,0.826968,1.02022,1.21015,1.39275,1.56646,1.84971,2.14847,2.46768,2.65098,2.75051,2.87828,2.91174
05/10/2012,0.42,0.420014,0.420032,0.42005,0.420074,0.40243,0.38551,0.375237,0.365342,0.356116,0.347803,0.341654,0.336069,0.331134,0.327049,0.323782,0.318129,0.32515,0.388224,0.512178,0.674797,0.862042,1.06143,1.25557,1.4428,1.61747,1.90371,2.19911,2.51602,2.69826,2.79626,2.92347,2.95739
08/10/2012,0.417,0.417016,0.417033,0.41705,0.417074,0.397454,0.381912,0.371948,0.362669,0.352942,0.344396,0.335622,0.32867,0.322204,0.316602,0.312164,0.296198,0.293291,0.350375,0.469764,0.630966,0.820277,1.01617,1.21394,1.40305,1.57823,1.86431,2.16162,2.4845,2.66717,2.76716,2.89434,2.92826
09/10/2012,0.42,0.419992,0.420007,0.420023,0.418756,0.397848,0.382656,0.370967,0.361389,0.352566,0.344535,0.336349,0.329917,0.324693,0.320454,0.31683,0.307293,0.311672,0.370501,0.485032,0.642032,0.827888,1.02411,1.21636,1.40226,1.58138,1.86694,2.16603,2.49062,2.67074,2.77175,2.89487,2.92677
10/10/2012,0.42,0.420016,0.420034,0.420051,0.415836,0.400298,0.386356,0.375945,0.367765,0.360062,0.353369,0.346799,0.341274,0.33687,0.333598,0.330239,0.32249,0.333914,0.394604,0.515017,0.677013,0.862837,1.05895,1.25208,1.43947,1.61603,1.90005,2.19823,2.5204,2.69912,2.79669,2.92232,2.9552
11/10/2012,0.425,0.425014,0.425032,0.425049,0.421012,0.406734,0.396391,0.389826,0.382667,0.375018,0.367825,0.361699,0.356185,0.351858,0.348455,0.345218,0.335226,0.348637,0.408403,0.523373,0.681541,0.86742,1.06118,1.25574,1.43954,1.61609,1.90108,2.20097,2.52081,2.70256,2.8001,2.92722,2.96008
12/10/2012,0.425,0.425005,0.42502,0.425037,0.420866,0.406023,0.395318,0.389223,0.382173,0.375073,0.368784,0.362911,0.358017,0.354466,0.351357,0.347966,0.338254,0.343647,0.398971,0.50576,0.656436,0.83447,1.02496,1.21315,1.39684,1.56917,1.85037,2.15235,2.47377,2.65579,2.75379,2.88036,2.91248
15/10/2012,0.43,0.430017,0.430035,0.430053,0.422172,0.406293,0.397618,0.390724,0.384196,0.376531,0.370244,0.364553,0.360182,0.356097,0.3526,0.3499,0.34281,0.351606,0.411248,0.520198,0.67286,0.851804,1.04406,1.23334,1.41722,1.59061,1.87023,2.17096,2.48959,2.66882,2.76403,2.88804,2.92271
16/10/2012,0.43,0.43002,0.430038,0.430056,0.422982,0.409742,0.400422,0.392727,0.386378,0.379958,0.374756,0.370277,0.366588,0.363361,0.360792,0.358785,0.355677,0.367476,0.437461,0.555192,0.713329,0.899851,1.09553,1.28968,1.477,1.65232,1.93091,2.22798,2.54442,2.72273,2.81957,2.94353,2.97915
17/10/2012,0.43,0.430017,0.430035,0.430053,0.420913,0.409402,0.399848,0.392419,0.386083,0.379076,0.373482,0.368591,0.364005,0.359695,0.3568,0.354516,0.352959,0.368275,0.44658,0.583557,0.761316,0.956585,1.15847,1.35702,1.54776,1.72665,2.00787,2.30401,2.61703,2.78929,2.8826,3.00756,3.04163
18/10/2012,0.43,0.430017,0.430035,0.430053,0.421484,0.410304,0.401208,0.394184,0.387943,0.38027,0.373872,0.369162,0.364693,0.360769,0.358033,0.355954,0.357048,0.377084,0.463058,0.605625,0.789051,0.980424,1.17596,1.37148,1.56021,1.73752,2.01662,2.31581,2.61973,2.78649,2.87736,3.00102,3.03761
19/10/2012,0.43,0.430014,0.430034,0.428861,0.421204,0.409607,0.400232,0.393614,0.387479,0.380491,0.375034,0.370665,0.366518,0.362955,0.36024,0.357935,0.360314,0.382896,0.46243,0.60297,0.781762,0.971566,1.16556,1.35857,1.54559,1.71987,2.00201,2.29735,2.6081,2.78296,2.87939,3.0043,3.04341
22/10/2012,0.43,0.430018,0.430036,0.426243,0.421044,0.409113,0.40023,0.392475,0.386434,0.379889,0.375089,0.370938,0.367664,0.364846,0.362823,0.361455,0.364771,0.383899,0.469568,0.610836,0.792424,0.982615,1.1795,1.37199,1.55991,1.73428,2.01636,2.31807,2.62754,2.80493,2.90389,3.02877,3.06787
23/10/2012,0.43,0.430017,0.430035,0.42529,0.420397,0.408771,0.399304,0.39012,0.38344,0.376753,0.371359,0.366348,0.361958,0.357894,0.35421,0.350472,0.345177,0.359364,0.436777,0.568289,0.73769,0.927531,1.12158,1.31425,1.50093,1.67413,1.95763,2.2539,2.5645,2.74286,2.83771,2.9626,3.00171
24/10/2012,0.43,0.430017,0.430035,0.424337,0.41917,0.408418,0.398706,0.389794,0.383035,0.375604,0.369686,0.364234,0.358992,0.353829,0.350165,0.346357,0.338655,0.350503,0.434662,0.567195,0.740378,0.931693,1.12976,1.32418,1.51165,1.68884,1.96979,2.26427,2.57055,2.74611,2.83817,2.96052,2.99837
25/10/2012,0.43,0.430017,0.430035,0.424218,0.420234,0.412369,0.405669,0.399374,0.394613,0.388914,0.384224,0.380897,0.377458,0.37438,0.372136,0.369837,0.370171,0.394353,0.482983,0.616086,0.789733,0.979298,1.17476,1.36793,1.55516,1.7312,2.01049,2.30227,2.60434,2.77275,2.8637,2.98601,3.0238
26/10/2012,0.43,0.430017,0.428966,0.42434,0.421369,0.413213,0.405109,0.39893,0.394162,0.388544,0.383898,0.37997,0.375784,0.371844,0.368495,0.364857,0.35781,0.36779,0.451248,0.582705,0.751817,0.942637,1.13946,1.33349,1.5216,1.69569,1.97508,2.26502,2.56731,2.73234,2.81992,2.94487,2.98015
29/10/2012,0.43,0.430017,0.425749,0.422194,0.419913,0.411574,0.404064,0.397764,0.392792,0.386214,0.381022,0.375994,0.370598,0.365706,0.361061,0.356846,0.342961,0.350501,0.424456,0.546945,0.70953,0.895662,1.0852,1.27622,1.46314,1.6352,1.91193,2.2051,2.51059,2.67891,2.76469,2.88964,2.92496
30/10/2012,0.43,0.430017,0.424677,0.42148,0.419429,0.411273,0.403575,0.397493,0.392403,0.384928,0.379309,0.374499,0.369283,0.364938,0.361196,0.357758,0.349269,0.360803,0.440373,0.569305,0.736253,0.921069,1.11369,1.30531,1.48951,1.66174,1.94228,2.23278,2.53661,2.70213,2.79016,2.9101,2.94291
31/10/2012,0.43,0.430017,0.423606,0.420765,0.419072,0.410961,0.403656,0.39824,0.393515,0.386566,0.381164,0.37676,0.371532,0.367463,0.36395,0.3607,0.354249,0.371328,0.452898,0.57917,0.747971,0.936619,1.12982,1.3213,1.50644,1.6797,1.95926,2.24965,2.55035,2.71475,2.80418,2.92411,2.95565
01/11/2012,0.43,0.430017,0.425034,0.423385,0.42039,0.410304,0.404064,0.398469,0.39235,0.386278,0.380383,0.375866,0.371664,0.367634,0.364026,0.359995,0.350743,0.364788,0.446786,0.578274,0.750078,0.940011,1.13711,1.33287,1.52287,1.69645,1.97652,2.26869,2.57115,2.73834,2.83048,2.95058,2.98221
02/11/2012,0.43,0.428652,0.424409,0.423007,0.420179,0.410086,0.404045,0.398903,0.393317,0.386671,0.380429,0.375107,0.370021,0.365316,0.361084,0.356493,0.346005,0.355028,0.435335,0.568296,0.742566,0.931739,1.1294,1.32331,1.51363,1.6882,1.96731,2.26072,2.56548,2.73397,2.82737,2.94497,2.97763
05/11/2012,0.43,0.422874,0.420212,0.419336,0.416821,0.404586,0.398842,0.393546,0.386667,0.378302,0.371635,0.365313,0.359501,0.354182,0.349138,0.344771,0.328804,0.337897,0.406961,0.534457,0.702342,0.889893,1.0869,1.28252,1.47238,1.64634,1.92584,2.21959,2.52767,2.69931,2.79478,2.91258,2.94437
06/11/2012,0.43,0.421088,0.419319,0.418741,0.416404,0.405462,0.400038,0.394965,0.387567,0.38013,0.373272,0.366455,0.360816,0.355389,0.350635,0.346382,0.332516,0.34007,0.407822,0.530966,0.699807,0.88632,1.08308,1.28007,1.46726,1.64132,1.92218,2.21793,2.52643,2.69735,2.79206,2.90747,2.94187
07/11/2012,0.43,0.419302,0.418426,0.418145,0.415154,0.40243,0.396149,0.389562,0.380948,0.372378,0.364385,0.357158,0.350893,0.344743,0.340086,0.335259,0.320182,0.324438,0.380345,0.497725,0.661394,0.844144,1.03729,1.23225,1.41635,1.58822,1.87043,2.16797,2.47878,2.65236,2.74505,2.86068,2.8932
08/11/2012,0.43,0.430017,0.430035,0.430053,0.425392,0.415677,0.408879,0.401077,0.392758,0.385017,0.377515,0.371258,0.364823,0.35896,0.354472,0.350181,0.334324,0.342189,0.393771,0.504885,0.664865,0.845621,1.03879,1.23071,1.41438,1.58731,1.86944,2.16172,2.46474,2.63889,2.72972,2.84277,2.8758
09/11/2012,0.43,0.430014,0.430033,0.430051,0.425236,0.415307,0.40758,0.400205,0.392114,0.384199,0.37683,0.370482,0.364337,0.358751,0.353805,0.348682,0.332153,0.327448,0.376104,0.485853,0.646963,0.825377,1.01846,1.21093,1.39531,1.56509,1.84466,2.13937,2.44742,2.62285,2.71489,2.82999,2.86199
12/11/2012,0.427,0.427017,0.427035,0.424194,0.420072,0.408493,0.400871,0.39365,0.384242,0.375291,0.367854,0.361054,0.354819,0.349225,0.343953,0.339505,0.322153,0.323212,0.374669,0.482163,0.640398,0.818114,1.00776,1.20011,1.38347,1.55333,1.83386,2.13253,2.44349,2.62285,2.71881,2.83491,2.86388
13/11/2012,0.42,0.420017,0.420034,0.417193,0.41282,0.40292,0.39604,0.389478,0.380773,0.374107,0.367379,0.360395,0.354519,0.348883,0.343824,0.339292,0.323216,0.32344,0.379908,0.486666,0.639509,0.815044,1.00111,1.19028,1.37212,1.54042,1.8188,2.11372,2.423,2.59918,2.69247,2.80894,2.83811
14/11/2012,0.417,0.417016,0.417033,0.414192,0.409736,0.401397,0.395322,0.389395,0.379829,0.371605,0.364059,0.357202,0.351321,0.345698,0.341429,0.337126,0.324694,0.327764,0.392903,0.503954,0.661452,0.83985,1.02764,1.21977,1.40332,1.57116,1.84959,2.14567,2.45641,2.63263,2.7259,2.84235,2.87151
15/11/2012,0.41,0.410015,0.410032,0.410048,0.405775,0.397632,0.392177,0.386099,0.37806,0.37135,0.363529,0.35702,0.351122,0.345751,0.341082,0.336428,0.32133,0.325039,0.384356,0.49314,0.651545,0.829062,1.01538,1.20518,1.38622,1.55297,1.8338,2.12443,2.42972,2.6026,2.69207,2.8085,2.83766
16/11/2012,0.41,0.410013,0.410031,0.409452,0.405633,0.397221,0.391287,0.385055,0.377251,0.37022,0.362244,0.35516,0.348969,0.343325,0.337784,0.332014,0.317161,0.327497,0.390353,0.496524,0.652224,0.828329,1.01211,1.19926,1.37794,1.54319,1.82202,2.10996,2.4111,2.58005,2.66611,2.7755,2.8042
19/11/2012,0.41,0.410016,0.410032,0.407667,0.40465,0.395651,0.390436,0.384263,0.376203,0.369227,0.362137,0.356192,0.351513,0.347226,0.342669,0.338835,0.327546,0.335712,0.398766,0.517554,0.679763,0.858574,1.04384,1.23347,1.41461,1.58199,1.85678,2.1438,2.43891,2.6061,2.6904,2.79979,2.82848
