Date,1d,1w,2w,3w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,18m,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,25y,30y,40y,50y
26/11/2010,0.516135,,,,0.505,,0.5075,,,0.52,,,0.545,,,0.585,0.700001,0.855003,1.22501,1.58002,1.90753,2.2075,2.47504,2.7,2.88106,3.05755,3.31259,3.55758,3.71757,3.76854,3.77256,3.75041,3.74325
29/11/2010,0.530528,,,,0.5075,,0.51,,,0.5175,,,0.535,,,0.56,0.655001,0.800002,1.15504,1.51757,1.85005,2.16,2.43254,2.6675,2.86043,3.03507,3.29256,3.54509,3.71257,3.75469,3.78506,3.73687,3.72894
30/11/2010,0.532978,,,,0.5075,,0.5075,,,0.515,,,0.53,,,0.555,0.63,0.76001,1.09503,1.44756,1.78004,2.08,2.34752,2.5825,2.77658,2.94509,3.20507,3.46259,3.64007,3.69926,3.72756,3.69365,3.68606
01/12/2010,0.522382,,,,0.5075,,0.51,,,0.52,,,0.54,,,0.57,0.670006,0.820003,1.17501,1.54502,1.88503,2.1975,2.4676,2.705,2.89806,3.07009,3.32008,3.57009,3.73508,3.78037,3.80256,3.75824,3.75071
02/12/2010,0.5268,,,,0.5125,,0.5125,,,0.5275,,,0.55,,,0.585,0.695001,0.854997,1.235,1.60251,1.94752,2.255,2.52757,2.7575,2.96605,3.12506,3.38009,3.63007,3.79256,3.85078,3.85005,3.82544,3.81517
03/12/2010,0.519333,,,,0.51,,0.51,,,0.525,,,0.55,,,0.58,0.684999,0.835003,1.21001,1.59502,1.94753,2.265,2.53755,2.77,2.98403,3.13506,3.38759,3.63758,3.79508,3.86396,3.84756,3.83504,3.8209
06/12/2010,0.521957,,,,0.51,,0.5125,,,0.5225,,,0.545,,,0.57,0.665001,0.810003,1.18004,1.56503,1.92253,2.24,2.51754,2.755,2.95642,3.12258,3.38008,3.63258,3.79507,3.8499,3.85506,3.82857,3.81131
07/12/2010,0.521199,,,,0.51,,0.5125,,,0.525,,,0.55,,,0.585,0.700001,0.860015,1.25001,1.63251,1.98502,2.3025,2.58003,2.81,3.02625,3.17508,3.43257,3.67756,3.83255,3.90317,3.88254,3.87501,3.86023
08/12/2010,0.515681,,,,0.5125,,0.5175,,,0.535,,,0.57,,,0.615,0.750006,0.940004,1.36001,1.75502,2.11003,2.425,2.6926,2.915,3.11246,3.27009,3.51758,3.75759,3.90008,3.94945,3.92756,3.89964,3.88493
09/12/2010,0.517162,,,,0.515,,0.5175,,,0.535,,,0.57,,,0.615,0.745001,0.919996,1.33,1.72001,2.06752,2.3775,2.64007,2.8575,3.0565,3.20506,3.45008,3.68257,3.81506,3.85837,3.84004,3.80517,3.78801
10/12/2010,0.51487,,,,0.515,,0.5175,,,0.5375,,,0.58,,,0.635,0.779999,0.965004,1.38001,1.77002,2.11253,2.4175,2.67254,2.89,3.07,3.22505,3.46258,3.68757,3.81507,3.845,3.83005,3.77523,3.76028
13/12/2010,0.523625,,,,0.5175,,0.5225,,,0.545,,,0.585,,,0.635,0.775001,0.965004,1.39005,1.79504,2.15004,2.455,2.71254,2.9325,3.115,3.26507,3.50007,3.72507,3.85006,3.8825,3.86755,3.81226,3.79442
14/12/2010,0.521941,,,,0.515,,0.525,,,0.555,,,0.6,,,0.66,0.820002,1.02502,1.47001,1.88001,2.23001,2.5325,2.78502,3,3.1775,3.32506,3.55756,3.78005,3.90504,3.935,3.92503,3.8683,3.85166
15/12/2010,0.525051,,,,0.5175,,0.525,,,0.555,,,0.59,,,0.65,0.810008,1.02,1.46001,1.86502,2.21503,2.52,2.7826,3,3.18,3.32758,3.55508,3.77258,3.89757,3.9225,3.91256,3.84883,3.82809
16/12/2010,0.526765,,,,0.5175,,0.53,,,0.5675,,,0.62,,,0.68,0.855002,1.06499,1.51,1.91251,2.25751,2.5625,2.82007,3.0325,3.21,3.35506,3.57758,3.78756,3.90255,3.92,3.89754,3.82895,3.80575
17/12/2010,0.523519,,,,0.5175,,0.5275,,,0.56,,,0.605,,,0.665,0.824999,1.025,1.46501,1.86002,2.19753,2.4925,2.74754,2.955,3.1325,3.27755,3.50258,3.71257,3.83006,3.85,3.83255,3.7687,3.74256
20/12/2010,0.529795,,,,0.5175,,0.53,,,0.565,,,0.615,,,0.67,0.830002,1.025,1.45505,1.84754,2.17753,2.4625,2.70503,2.905,3.075,3.21757,3.43506,3.64006,3.75755,3.7775,3.75754,3.69406,3.6681
21/12/2010,0.528517,,,,0.5175,,0.5275,,,0.5625,,,0.61,,,0.665,0.815002,1.01502,1.46001,1.85501,2.19001,2.48,2.72502,2.9275,3.1025,3.24506,3.45755,3.66004,3.77004,3.7875,3.76503,3.70156,3.67825
22/12/2010,0.525345,,,,0.5175,,0.5275,,,0.5625,,,0.61,,,0.66,0.805007,1.01002,1.45501,1.85251,2.19001,2.4825,2.72512,2.925,3.0925,3.23761,3.45009,3.6501,3.75508,3.7725,3.74757,3.6839,3.66585
23/12/2010,0.524326,,,,0.5175,,0.5275,,,0.56,,,0.605,,,0.66,0.820002,1.03001,1.48498,1.88498,2.21498,2.5,2.74007,2.9325,3.1,3.23756,3.44759,3.64506,3.75755,3.775,3.75254,3.69443,3.67379
24/12/2010,0.519623,,,,0.5175,,0.525,,,0.5575,,,0.6,,,0.655,0.804999,1.01502,1.46506,1.86514,2.2027,2.495,2.73759,2.94,3.1075,3.24766,3.45765,3.65514,3.76763,3.785,3.7626,3.70715,3.68915
29/12/2010,0.523308,,,,0.515,,0.5225,,,0.55,,,0.585,,,0.635,0.800008,1.02502,1.49501,1.90002,2.24252,2.5325,2.77511,2.975,3.1425,3.28009,3.49258,3.68759,3.79507,3.8125,3.78756,3.73432,3.71621
30/12/2010,0.521082,,,,0.5175,,0.5225,,,0.55,,,0.585,,,0.63,0.780007,1,1.45999,1.87249,2.2025,2.4875,2.72514,2.925,3.0875,3.2201,3.43011,3.6276,3.74258,3.765,3.74507,3.68968,3.67178
31/12/2010,0.519259,,,,0.5175,,0.525,,,0.55,,,0.58,,,0.615,0.750006,0.960003,1.41502,1.81754,2.1451,2.43,2.66268,2.8575,3.0875,3.15016,3.36018,3.55766,3.67764,3.765,3.68511,3.68968,3.67178
04/01/2011,0.522286,,,,0.5175,,0.53,,,0.56,,,0.6,,,0.645,0.790002,0.995023,1.44501,1.84501,2.17501,2.465,2.70752,2.9075,3.075,3.21506,3.42255,3.62754,3.75504,3.785,3.77003,3.71453,3.69659
05/01/2011,0.523078,,,,0.52,,0.535,,,0.58,,,0.63,,,0.69,0.855002,1.07501,1.52001,1.92502,2.25503,2.54,2.78009,2.9825,3.15,3.29007,3.50257,3.70758,3.83757,3.865,3.85505,3.80737,3.78939
06/01/2011,0.523269,,,,0.515,,0.535,,,0.5825,,,0.63,,,0.69,0.855009,1.07499,1.525,1.91751,2.24001,2.5225,2.76506,2.9675,3.135,3.27755,3.49757,3.70506,3.82755,3.8575,3.84754,3.80006,3.78214
07/01/2011,0.521841,,,,0.5175,,0.5375,,,0.585,,,0.64,,,0.705,0.870002,1.08501,1.52501,1.91252,2.23003,2.5075,2.74504,2.9425,3.105,3.24255,3.46507,3.67506,3.79756,3.825,3.81505,3.7673,3.74926
10/01/2011,0.531122,,,,0.52,,0.5525,,,0.61,,,0.675,,,0.75,0.925002,1.14501,1.58006,1.96254,2.27503,2.545,2.77253,2.965,3.125,3.26006,3.47755,3.68756,3.81505,3.8475,3.83754,3.78976,3.77429
11/01/2011,0.531442,,,,0.52,,0.55,,,0.605,,,0.675,,,0.75,0.935002,1.15003,1.59001,1.97251,2.28001,2.555,2.78752,2.9875,3.1525,3.28755,3.50505,3.71754,3.85004,3.885,3.87753,3.82934,3.81902
12/01/2011,0.538851,,,,0.5275,,0.5575,,,0.6225,,,0.7,,,0.785,0.985003,1.22001,1.66501,2.05502,2.37503,2.65,2.87759,3.075,3.2375,3.37757,3.59256,3.79757,3.91506,3.9325,3.91005,3.8621,3.85181
13/01/2011,0.525154,,,,0.515,,0.5575,,,0.62,,,0.695,,,0.78,0.975013,1.19999,1.645,2.025,2.33751,2.605,2.83506,3.0275,3.2,3.32754,3.54006,3.74755,3.86254,3.89,3.86003,3.81941,3.80905
14/01/2011,0.519857,,,,0.5175,,0.5575,,,0.6275,,,0.705,,,0.795,0.990003,1.21501,1.66001,2.04752,2.36503,2.6325,2.86254,3.055,3.215,3.34754,3.55757,3.76006,3.87506,3.8925,3.87004,3.81835,3.80742
17/01/2011,0.526377,,,,0.52,,0.5625,,,0.635,,,0.715,,,0.805,1.005,1.23001,1.67506,2.06004,2.38004,2.65,2.87753,3.07,3.23,3.36506,3.57505,3.78006,3.89505,3.91,3.88754,3.83603,3.82514
18/01/2011,0.511464,,,,0.52,,0.565,,,0.6425,,,0.73,,,0.82,1.02,1.24003,1.68501,2.07501,2.39501,2.67,2.90002,3.1,3.26,3.39755,3.60755,3.80754,3.92253,3.935,3.91253,3.86052,3.84941
19/01/2011,0.511802,,,,0.5225,,0.56,,,0.63,,,0.71,,,0.795,0.980003,1.20001,1.63001,2.02252,2.34753,2.625,2.86509,3.07,3.235,3.37507,3.58757,3.79257,3.90506,3.92,3.90005,3.84824,3.83724
20/01/2011,0.511116,,,,0.5225,,0.5625,,,0.635,,,0.72,,,0.815,1.02001,1.24999,1.68999,2.0775,2.40001,2.6775,2.91256,3.1125,3.28,3.41505,3.62756,3.82505,3.93004,3.94,3.91253,3.86083,3.84985
21/01/2011,0.509091,,,,0.5175,,0.5575,,,0.63,,,0.715,,,0.81,1.02,1.24001,1.68501,2.08002,2.40253,2.6825,2.92504,3.125,3.295,3.43505,3.64757,3.84756,3.94506,3.955,3.92255,3.86066,3.84722
24/01/2011,0.507219,,,,0.5175,,0.5525,,,0.6225,,,0.7,,,0.79,0.990003,1.21001,1.65506,2.05254,2.38004,2.66,2.90003,3.1075,3.275,3.41507,3.63006,3.83006,3.93255,3.94,3.91004,3.85055,3.8344
25/01/2011,0.500613,,,,0.5125,,0.53,,,0.575,,,0.63,,,0.695,0.865002,1.07003,1.51501,1.92751,2.27501,2.575,2.83002,3.0475,3.225,3.37006,3.59006,3.80255,3.90504,3.92,3.89253,3.8358,3.82502
26/01/2011,0.503435,,,,0.515,,0.54,,,0.5975,,,0.665,,,0.745,0.935003,1.17001,1.61001,2.01502,2.35503,2.645,2.8951,3.1075,3.28,3.42258,3.64257,3.85008,3.94757,3.95,3.91756,3.85815,3.84518
27/01/2011,0.502754,,,,0.5175,,0.545,,,0.605,,,0.675,,,0.755,0.955013,1.18999,1.645,2.05001,2.38751,2.6725,2.92007,3.1325,3.3025,3.44255,3.66257,3.87256,3.97505,3.98,3.94754,3.88839,3.87546
28/01/2011,0.501209,,,,0.515,,0.54,,,0.5975,,,0.66,,,0.745,0.940003,1.17001,1.63001,2.03252,2.37253,2.6575,2.90004,3.105,3.2775,3.41755,3.63758,3.84757,3.95256,3.965,3.93755,3.87855,3.86568
31/01/2011,0.506597,,,,0.5225,,0.55,,,0.615,,,0.69,,,0.775,0.984998,1.22501,1.69507,2.0901,2.42013,2.6975,2.93257,3.1275,3.2875,3.43261,3.65258,3.86009,3.96507,3.9725,3.95506,3.88591,3.87303
01/02/2011,0.511087,,,,0.5275,,0.57,,,0.65,,,0.735,,,0.835,1.06,1.31004,1.78502,2.17751,2.49751,2.7675,2.99002,3.18,3.3425,3.47255,3.68004,3.87754,3.98503,3.9925,3.96252,3.9004,3.88684
02/02/2011,0.520623,,,,0.5375,,0.6,,,0.6975,,,0.795,,,0.905,1.135,1.39001,1.85002,2.24502,2.56503,2.8275,3.04759,3.235,3.3925,3.52007,3.72006,3.91007,4.01006,4.015,3.98005,3.91285,3.89945
03/02/2011,0.519788,,,,0.545,,0.595,,,0.69,,,0.78,,,0.88,1.10502,1.35999,1.83999,2.2475,2.57501,2.8425,3.06756,3.255,3.415,3.54504,3.74256,3.93505,4.03004,4.0375,4.00253,3.9356,3.92479
04/02/2011,0.519402,,,,0.545,,0.6,,,0.695,,,0.795,,,0.9,1.145,1.42001,1.93002,2.34753,2.67503,2.9375,3.14754,3.325,3.475,3.60254,3.79507,3.98006,4.07005,4.07,4.03004,3.96305,3.9522
07/02/2011,0.549498,,,,0.56,,0.63,,,0.73,,,0.825,,,0.93,1.175,1.46001,1.97008,2.39256,2.71504,2.97,3.18253,3.355,3.5,3.61756,3.80755,3.98505,4.07754,4.075,4.03254,3.96178,3.94676
08/02/2011,0.545781,,,,0.5525,,0.62,,,0.7225,,,0.82,,,0.925,1.17,1.45005,1.95502,2.37001,2.69501,2.955,3.17251,3.355,3.505,3.62505,3.81504,3.99503,4.08503,4.085,4.04502,3.97435,3.95932
09/02/2011,0.54084,,,,0.5475,,0.6125,,,0.7125,,,0.81,,,0.92,1.17,1.45501,1.96002,2.38253,2.71003,2.9725,3.19509,3.38,3.5325,3.65757,3.84756,4.02507,4.10256,4.0975,4.05255,3.98157,3.96642
10/02/2011,0.516153,,,,0.5075,,0.5775,,,0.695,,,0.805,,,0.92,1.18002,1.46499,1.96499,2.39,2.7225,2.9825,3.20255,3.3875,3.5425,3.66504,3.85506,4.03004,4.10753,4.0975,4.05003,3.97924,3.9641
11/02/2011,0.515474,,,,0.5125,,0.5775,,,0.69,,,0.8,,,0.915,1.17,1.44501,1.94502,2.36503,2.69253,2.96,3.18004,3.365,3.52,3.64004,3.82756,4.00006,4.07505,4.065,4.01754,3.94285,3.92682
14/02/2011,0.528361,,,,0.5225,,0.595,,,0.7,,,0.8,,,0.91,1.17,1.45001,1.95008,2.37255,2.70504,2.965,3.18003,3.3625,3.5125,3.63756,3.82005,3.99255,4.05754,4.045,3.99754,3.92014,3.90216
15/02/2011,0.525381,,,,0.5225,,0.5925,,,0.71,,,0.825,,,0.945,1.21,1.49505,2.00002,2.41251,2.73751,3,3.20501,3.38,3.5275,3.64754,3.83004,4.00253,4.07252,4.0575,4.01252,3.93289,3.91694
16/02/2011,0.51477,,,,0.52,,0.57,,,0.685,,,0.8,,,0.91,1.165,1.44001,1.93002,2.35253,2.68253,2.945,3.16009,3.34,3.49,3.61007,3.79756,3.97257,4.04256,4.035,3.99505,3.91778,3.90441
17/02/2011,0.511117,,,,0.52,,0.57,,,0.685,,,0.795,,,0.905,1.14502,1.40999,1.88499,2.2975,2.625,2.8875,3.10005,3.28,3.4275,3.54754,3.73255,3.90754,3.99503,3.9925,3.95503,3.87911,3.86418
18/02/2011,0.518612,,,,0.525,,0.6,,,0.7325,,,0.855,,,0.97,1.215,1.47501,1.95002,2.35502,2.67753,2.9375,3.14754,3.3225,3.47,3.59004,3.76756,3.93505,4.01255,4.0025,3.96004,3.88432,3.86945
21/02/2011,0.529751,,,,0.53,,0.6075,,,0.735,,,0.85,,,0.965,1.205,1.46001,1.92007,2.31505,2.63004,2.88,3.08253,3.255,3.4,3.51755,3.69505,3.86255,3.94504,3.9425,3.90253,3.8269,3.81211
22/02/2011,0.532056,,,,0.535,,0.6125,,,0.74,,,0.86,,,0.97,1.21,1.46504,1.91502,2.29751,2.60001,2.8475,3.04751,3.2175,3.3625,3.47754,3.65753,3.82753,3.91002,3.91,3.88002,3.80429,3.78949
23/02/2011,0.528113,,,,0.53,,0.6,,,0.73,,,0.855,,,0.975,1.23,1.49001,1.93501,2.30752,2.60503,2.85,3.04757,3.2175,3.36,3.47006,3.64755,3.81256,3.89755,3.9,3.86754,3.79079,3.77707
24/02/2011,0.524757,,,,0.5275,,0.595,,,0.7125,,,0.825,,,0.94,1.18003,1.42999,1.85999,2.23249,2.535,2.785,2.99254,3.1625,3.31,3.42503,3.60755,3.78254,3.87503,3.8875,3.86502,3.79525,3.77402
25/02/2011,0.51774,,,,0.5225,,0.585,,,0.6925,,,0.79,,,0.895,1.115,1.34501,1.78501,2.17002,2.47753,2.7375,2.95254,3.135,3.2825,3.40254,3.58756,3.76255,3.86755,3.885,3.87004,3.80277,3.79208
28/02/2011,0.524998,,,,0.5275,,0.5925,,,0.7025,,,0.8,,,0.9,1.12,1.35001,1.77506,2.1551,2.46007,2.725,2.94004,3.1225,3.275,3.39508,3.58006,3.75757,3.86256,3.8825,3.86755,3.80299,3.78969
01/03/2011,0.518863,,,,0.5275,,0.5925,,,0.6975,,,0.8,,,0.9,1.13,1.36504,1.79502,2.18251,2.49001,2.7525,2.96751,3.15,3.3025,3.42755,3.61504,3.79255,3.88754,3.9025,3.88503,3.82053,3.80721
02/03/2011,0.518836,,,,0.525,,0.5925,,,0.6975,,,0.8,,,0.905,1.14,1.37999,1.80999,2.19,2.5,2.7625,2.98006,3.165,3.32,3.44254,3.63004,3.80753,3.90253,3.92,3.90252,3.83792,3.82455
03/03/2011,0.514762,,,,0.53,,0.605,,,0.7225,,,0.835,,,0.95,1.2,1.45501,1.89501,2.27752,2.58503,2.845,3.06007,3.24,3.3925,3.51506,3.70257,3.87506,3.95755,3.9675,3.94254,3.87724,3.86133
04/03/2011,0.510379,,,,0.5275,,0.6,,,0.705,,,0.81,,,0.915,1.155,1.40001,1.84001,2.21252,2.51508,2.7725,2.98756,3.1675,3.315,3.43755,3.62256,3.79755,3.89504,3.91,3.89003,3.82459,3.80866
07/03/2011,0.511175,,,,0.5325,,0.6075,,,0.715,,,0.815,,,0.92,1.15002,1.39501,1.82006,2.20254,2.50753,2.76,2.97503,3.1575,3.3075,3.43003,3.61752,3.79504,3.89003,3.9,3.87752,3.81309,3.79716
08/03/2011,0.512915,,,,0.5325,,0.605,,,0.7125,,,0.815,,,0.92,1.155,1.39504,1.83502,2.21251,2.52001,2.7825,3.00751,3.19,3.345,3.47254,3.66254,3.84255,3.93504,3.95,3.92503,3.86261,3.84662
09/03/2011,0.510639,,,,0.54,,0.6125,,,0.7225,,,0.83,,,0.935,1.17,1.40999,1.83999,2.21499,2.52,2.7775,2.99506,3.1825,3.3325,3.45504,3.64753,3.82503,3.92253,3.9375,3.91752,3.85509,3.83907
10/03/2011,0.508365,,,,0.515,,0.5875,,,0.695,,,0.795,,,0.9,1.115,1.34501,1.75501,2.12502,2.42752,2.69,2.91507,3.1025,3.26,3.38506,3.58007,3.76256,3.87255,3.8975,3.88004,3.82068,3.80335
11/03/2011,0.511443,,,,0.5175,,0.5775,,,0.6675,,,0.755,,,0.85,1.06,1.28,1.69001,2.06752,2.37508,2.6425,2.87256,3.0675,3.23,3.36255,3.56757,3.76006,3.87755,3.9075,3.89754,3.83816,3.82083
14/03/2011,0.50004,,,,0.5175,,0.575,,,0.655,,,0.735,,,0.82,1.02001,1.235,1.64005,2.01254,2.32503,2.595,2.82503,3.0225,3.1875,3.32253,3.52753,3.72504,3.85754,3.895,3.89253,3.84157,3.82455
15/03/2011,0.502627,,,,0.52,,0.565,,,0.635,,,0.705,,,0.78,0.970002,1.18003,1.59001,1.95751,2.27251,2.54,2.77752,2.975,3.145,3.28005,3.49255,3.69506,3.82755,3.8675,3.87004,3.82946,3.81423
16/03/2011,0.503714,,,,0.5225,,0.565,,,0.6325,,,0.695,,,0.765,0.939998,1.14999,1.54999,1.9125,2.22001,2.4875,2.72007,2.92,3.0875,3.22255,3.43755,3.63754,3.77754,3.8175,3.81753,3.77684,3.76159
17/03/2011,0.506523,,,,0.5275,,0.59,,,0.675,,,0.76,,,0.84,1.025,1.24,1.65001,2.01502,2.32253,2.585,2.80757,3.0025,3.1625,3.29506,3.50508,3.70256,3.83006,3.8675,3.86005,3.81935,3.8051
18/03/2011,0.507316,,,,0.5225,,0.575,,,0.6525,,,0.73,,,0.81,0.985002,1.195,1.60001,1.96252,2.26758,2.5325,2.76256,2.9575,3.12,3.25505,3.46757,3.66506,3.80005,3.8375,3.83754,3.79691,3.78269
21/03/2011,0.507368,,,,0.5275,,0.585,,,0.665,,,0.745,,,0.83,1.02501,1.245,1.66005,2.01504,2.31503,2.5675,2.79003,2.9775,3.14,3.27253,3.48003,3.67254,3.80503,3.8475,3.84253,3.79646,3.78536
22/03/2011,0.509885,,,,0.5325,,0.6075,,,0.71,,,0.805,,,0.9,1.115,1.33503,1.75501,2.10251,2.39251,2.645,2.86251,3.05,3.205,3.33505,3.53504,3.72505,3.84754,3.88,3.87503,3.82212,3.81041
23/03/2011,0.51115,,,,0.53,,0.6025,,,0.7,,,0.79,,,0.88,1.085,1.29999,1.70999,2.06,2.35,2.6025,2.82506,3.0075,3.1675,3.30004,3.50004,3.69003,3.81253,3.85,3.84252,3.79384,3.77901
24/03/2011,0.506115,,,,0.5275,,0.5925,,,0.6825,,,0.77,,,0.855,1.05,1.27001,1.69001,2.05752,2.36263,2.6225,2.84512,3.035,3.2,3.33257,3.53258,3.72256,3.84505,3.8775,3.86504,3.81631,3.80302
25/03/2011,0.509885,,,,0.5275,,0.6,,,0.69,,,0.775,,,0.865,1.06,1.28501,1.71501,2.08502,2.39503,2.6525,2.87253,3.0575,3.215,3.35004,3.55256,3.74256,3.86006,3.89,3.88005,3.83138,3.81807
28/03/2011,0.508465,,,,0.53,,0.6075,,,0.7,,,0.785,,,0.875,1.08002,1.30506,1.74006,2.11502,2.4225,2.6825,2.89749,3.0775,3.2375,3.36748,3.56748,3.75503,3.86752,3.895,3.88252,3.83127,3.81799
29/03/2011,0.507928,,,,0.53,,0.6075,,,0.7,,,0.785,,,0.875,1.08002,1.30506,1.74501,2.125,2.43749,2.7,2.91759,3.105,3.265,3.39507,3.59255,3.77507,3.89006,3.9175,3.90254,3.84886,3.83565
30/03/2011,0.512036,,,,0.5325,,0.625,,,0.7275,,,0.82,,,0.915,1.12501,1.35504,1.79999,2.17497,2.47997,2.74,2.95256,3.1375,3.2925,3.42255,3.61503,3.79505,3.90504,3.925,3.90253,3.84332,3.8274
31/03/2011,0.51404,,,,0.53,,0.6275,,,0.73,,,0.825,,,0.925,1.14501,1.38005,1.82499,2.19748,2.49997,2.7625,2.9751,3.16,3.3175,3.44507,3.63756,3.81507,3.92006,3.9375,3.91255,3.85363,3.8378
01/04/2011,0.518765,,,,0.535,,0.64,,,0.7525,,,0.855,,,0.96,1.19,1.44001,1.88501,2.26002,2.56258,2.8175,3.02506,3.2025,3.3525,3.47511,3.66011,3.83008,3.92007,3.93,3.89755,3.83613,3.81773
04/04/2011,0.500152,,,,0.535,,0.6425,,,0.75,,,0.85,,,0.955,1.185,1.43001,1.88507,2.26254,2.56504,2.8175,3.02503,3.2025,3.3525,3.47503,3.66003,3.83254,3.92503,3.935,3.90502,3.8412,3.82291
05/04/2011,0.495043,,,,0.5375,,0.66,,,0.77,,,0.875,,,0.985,1.22502,1.485,1.94496,2.31995,2.61995,2.8725,3.07496,3.2575,3.405,3.525,3.70749,3.875,3.965,3.9725,3.9425,3.87856,3.86019
06/04/2011,0.496145,,,,0.535,,0.645,,,0.75,,,0.845,,,0.95,1.185,1.44001,1.89001,2.27252,2.57753,2.8375,3.04758,3.2375,3.3875,3.51256,3.7001,3.87258,3.96757,3.98,3.95255,3.89056,3.87266
07/04/2011,0.509769,,,,0.5325,,0.6275,,,0.73,,,0.825,,,0.925,1.155,1.40501,1.86001,2.23752,2.54753,2.8075,3.02257,3.2075,3.36,3.48506,3.67255,3.85004,3.94504,3.9575,3.93003,3.86785,3.84992
08/04/2011,0.507767,,,,0.53,,0.605,,,0.7,,,0.79,,,0.895,1.14,1.41001,1.89502,2.29502,2.61009,2.875,3.09006,3.275,3.4275,3.55255,3.74257,3.91506,4.00755,4.02,3.99004,3.92878,3.90969
11/04/2011,0.51808,,,,0.535,,0.6075,,,0.695,,,0.785,,,0.895,1.145,1.41501,1.89507,2.29505,2.61254,2.8775,3.08753,3.275,3.425,3.55003,3.74003,3.91754,4.01253,4.025,4.00002,3.94278,3.92148
12/04/2011,0.507988,,,,0.53,,0.555,,,0.62,,,0.695,,,0.78,1.00502,1.26004,1.74002,2.14251,2.46501,2.7325,2.95002,3.14,3.295,3.42505,3.62504,3.80755,3.92004,3.945,3.93253,3.87897,3.8601
13/04/2011,0.510264,,,,0.5275,,0.5675,,,0.6375,,,0.72,,,0.815,1.04,1.28999,1.76499,2.1675,2.49251,2.76,2.97764,3.17,3.325,3.45258,3.65256,3.83505,3.94505,3.97,3.95504,3.90164,3.88286
14/04/2011,0.507862,,,,0.53,,0.56,,,0.6325,,,0.71,,,0.8,1.02,1.27001,1.73502,2.13752,2.46503,2.73,2.95004,3.1375,3.295,3.42504,3.62261,3.80759,3.92007,3.9475,3.93756,3.88662,3.86511
15/04/2011,0.50771,,,,0.53,,0.56,,,0.6275,,,0.705,,,0.79,0.995003,1.23501,1.69001,2.08502,2.40759,2.6725,2.89006,3.075,3.235,3.36255,3.56505,3.75254,3.86753,3.9,3.89253,3.8495,3.82536
18/04/2011,0.50646,,,,0.53,,0.5575,,,0.615,,,0.68,,,0.76,0.940002,1.16501,1.61001,2.00252,2.33003,2.605,2.83504,3.0275,3.19,3.3226,3.52759,3.71507,3.83757,3.87,3.86755,3.82454,3.81308
19/04/2011,0.512235,,,,0.5375,,0.565,,,0.63,,,0.7,,,0.78,0.965012,1.19003,1.63501,2.02751,2.35751,2.6275,2.84752,3.0375,3.2,3.33002,3.53002,3.72254,3.84503,3.8825,3.88252,3.84246,3.8309
20/04/2011,0.509078,,,,0.53,,0.55,,,0.61,,,0.675,,,0.75,0.945003,1.16999,1.625,2.02501,2.36001,2.6325,2.85507,3.0475,3.2075,3.33755,3.54005,3.73004,3.85254,3.89,3.88753,3.8474,3.83371
21/04/2011,0.521093,,,,0.5325,,0.5475,,,0.5975,,,0.66,,,0.73,0.919999,1.15001,1.61502,2.01502,2.34503,2.6175,2.83258,3.0225,3.1775,3.30506,3.50508,3.69506,3.82506,3.865,3.86505,3.82505,3.81141
22/04/2011,0.515141,,,,0.5325,,0.5475,,,0.5975,,,0.66,,,0.73,0.920012,1.15003,1.61501,2.01501,2.34501,2.6175,2.83252,3.0225,3.1775,3.30505,3.50504,3.69505,3.82504,3.865,3.86505,3.82505,3.81141
26/04/2011,0.518399,,,,0.5375,,0.5525,,,0.605,,,0.665,,,0.735,0.915011,1.13503,1.59001,1.98501,2.31001,2.5725,2.79002,2.9725,3.1275,3.25755,3.45254,3.64005,3.77004,3.81,3.81003,3.76998,3.75635
27/04/2011,0.520862,,,,0.5425,,0.5575,,,0.615,,,0.69,,,0.775,0.980003,1.20999,1.665,2.0625,2.38751,2.6525,2.86506,3.0525,3.2075,3.33255,3.52754,3.71254,3.83253,3.8675,3.86003,3.82008,3.80645
28/04/2011,0.531249,,,,0.54,,0.555,,,0.6075,,,0.67,,,0.74,0.919998,1.14001,1.58001,1.97252,2.29753,2.565,2.78009,2.965,3.125,3.25007,3.44759,3.62757,3.75507,3.7975,3.79505,3.75507,3.74147
03/05/2011,0.495071,,,,0.54,,0.55,,,0.59,,,0.64,,,0.695,0.850002,1.03503,1.45001,1.8425,2.17001,2.45,2.68501,2.8825,3.05,3.18006,3.38255,3.57506,3.70505,3.7525,3.76004,3.71946,3.7064
04/05/2011,0.49151,,,,0.5425,,0.555,,,0.595,,,0.65,,,0.71,0.859999,1.04999,1.45999,1.8425,2.16251,2.4375,2.66759,2.8625,3.0225,3.15256,3.35755,3.55504,3.69754,3.75,3.76003,3.72742,3.71701
05/05/2011,0.515054,,,,0.53,,0.5425,,,0.585,,,0.635,,,0.7,0.845002,1.04,1.44501,1.83002,2.15503,2.43,2.66008,2.8575,3.02,3.15506,3.36258,3.56257,3.71506,3.7725,3.78755,3.76412,3.75461
06/05/2011,0.520711,,,,0.53,,0.5425,,,0.5875,,,0.64,,,0.705,0.855002,1.04,1.44001,1.82752,2.15258,2.43,2.66256,2.86,3.0225,3.16005,3.37007,3.57506,3.72755,3.785,3.79754,3.77524,3.77204
