Date,RY_15y,15s-20s
12/24/2013,-0.132,-0.482
12/23/2013,-0.140,-0.577
12/20/2013,-0.155,-0.593
12/19/2013,-0.137,-0.319
12/18/2013,-0.169,-0.407
12/17/2013,-0.185,-0.509
12/16/2013,-0.182,0.474
12/13/2013,-0.180,0.116
12/12/2013,-0.184,0.683
12/11/2013,-0.213,-0.156
12/10/2013,-0.215,0.267
12/09/2013,-0.193,0.003
12/06/2013,-0.210,0.490
12/05/2013,-0.181,1.643
12/04/2013,-0.179,2.505
12/03/2013,-0.218,3.210
12/02/2013,-0.204,3.159
11/29/2013,-0.246,5.052
11/28/2013,-0.242,4.681
11/27/2013,-0.237,4.795
11/26/2013,-0.255,4.982
11/25/2013,-0.237,3.305
11/22/2013,-0.221,3.392
11/21/2013,-0.195,2.620
11/20/2013,-0.251,3.261
11/19/2013,-0.267,4.000
11/18/2013,-0.262,4.724
11/15/2013,-0.229,4.367
11/14/2013,-0.184,4.570
11/13/2013,-0.158,2.886
11/12/2013,-0.164,4.211
11/11/2013,-0.182,5.158
11/08/2013,-0.211,5.641
11/07/2013,-0.254,5.518
11/06/2013,-0.248,5.177
11/05/2013,-0.263,5.028
11/04/2013,-0.314,5.968
11/01/2013,-0.306,6.524
10/31/2013,-0.338,6.521
10/30/2013,-0.389,7.703
10/29/2013,-0.363,7.812
10/28/2013,-0.351,7.650
10/25/2013,-0.345,7.350
10/24/2013,-0.327,6.934
10/23/2013,-0.379,7.404
10/22/2013,-0.332,7.115
10/21/2013,-0.247,5.755
10/18/2013,-0.262,6.064
10/17/2013,-0.243,5.311
10/16/2013,-0.171,4.089
10/15/2013,-0.195,3.440
10/14/2013,-0.247,2.970
10/11/2013,-0.266,3.119
10/10/2013,-0.272,2.821
10/09/2013,-0.314,3.315
10/08/2013,-0.292,2.200
10/07/2013,-0.282,2.156
10/04/2013,-0.253,1.501
10/03/2013,-0.273,3.216
10/02/2013,-0.260,4.151
10/01/2013,-0.256,4.398
09/30/2013,-0.261,6.998
09/27/2013,-0.240,6.554
09/26/2013,-0.205,6.612
09/25/2013,-0.195,7.517
09/24/2013,-0.156,6.947
09/23/2013,-0.079,5.063
09/20/2013,-0.078,4.641
09/19/2013,-0.109,3.868
09/18/2013,-0.041,0.668
09/17/2013,-0.098,1.312
09/16/2013,-0.122,1.826
09/13/2013,-0.111,2.509
09/12/2013,-0.101,1.969
09/11/2013,-0.066,1.108
09/10/2013,-0.058,0.201
09/09/2013,-0.142,1.700
09/06/2013,-0.162,3.120
09/05/2013,-0.118,3.030
09/04/2013,-0.204,4.616
09/03/2013,-0.176,2.975
09/02/2013,-0.203,3.093
08/30/2013,-0.246,3.686
08/29/2013,-0.276,3.162
08/28/2013,-0.277,3.285
08/27/2013,-0.250,3.212
08/23/2013,-0.148,0.510
08/22/2013,-0.117,0.773
08/21/2013,-0.128,2.314
08/20/2013,-0.110,1.964
08/19/2013,-0.078,0.660
08/16/2013,-0.131,1.335
08/15/2013,-0.166,2.542
08/14/2013,-0.203,3.082
08/13/2013,-0.220,4.494
08/12/2013,-0.295,5.969
08/09/2013,-0.286,6.465
08/08/2013,-0.308,6.469
08/07/2013,-0.331,7.007
08/06/2013,-0.309,8.490
08/05/2013,-0.320,9.814
08/02/2013,-0.339,10.601
08/01/2013,-0.338,12.244
07/31/2013,-0.341,11.310
07/30/2013,-0.336,11.584
07/29/2013,-0.357,12.126
07/26/2013,-0.369,11.738
07/25/2013,-0.338,10.780
07/24/2013,-0.337,12.152
07/23/2013,-0.410,14.904
07/22/2013,-0.458,15.211
07/19/2013,-0.447,15.810
07/18/2013,-0.491,16.911
07/17/2013,-0.470,15.237
07/16/2013,-0.499,17.161
07/15/2013,-0.466,13.796
07/12/2013,-0.494,15.808
07/11/2013,-0.471,15.013
07/10/2013,-0.434,14.275
07/09/2013,-0.378,13.992
07/08/2013,-0.380,12.241
07/05/2013,-0.387,12.357
07/04/2013,-0.447,13.841
07/03/2013,-0.398,12.538
07/02/2013,-0.390,12.335
07/01/2013,-0.348,9.434
06/28/2013,-0.299,9.053
06/27/2013,-0.336,9.493
06/26/2013,-0.380,8.109
06/25/2013,-0.310,4.810
06/24/2013,-0.229,2.210
06/21/2013,-0.398,12.466
06/20/2013,-0.469,12.538
06/19/2013,-0.543,15.011
06/18/2013,-0.524,16.604
06/17/2013,-0.542,16.395
06/14/2013,-0.550,15.424
06/13/2013,-0.492,13.907
06/12/2013,-0.499,12.808
06/11/2013,-0.479,11.140
06/10/2013,-0.525,15.270
06/07/2013,-0.592,16.390
06/06/2013,-0.624,17.682
06/05/2013,-0.647,19.777
06/04/2013,-0.653,20.926
06/03/2013,-0.675,21.455
05/31/2013,-0.673,21.541
05/30/2013,-0.691,21.047
05/29/2013,-0.678,22.118
05/28/2013,-0.735,22.179
05/24/2013,-0.746,22.032
05/23/2013,-0.688,20.905
05/22/2013,-0.703,22.058
05/21/2013,-0.681,20.881
05/20/2013,-0.706,21.858
05/17/2013,-0.718,20.014
05/16/2013,-0.738,19.612
05/15/2013,-0.694,19.025
05/14/2013,-0.732,19.798
05/13/2013,-0.760,19.991
05/10/2013,-0.751,20.744
05/09/2013,-0.792,20.397
05/08/2013,-0.810,20.971
05/07/2013,-0.779,20.206
05/03/2013,-0.831,20.236
05/02/2013,-0.879,20.363
05/01/2013,-0.869,21.198
04/30/2013,-0.867,21.438
04/29/2013,-0.879,23.359
04/26/2013,-0.880,23.758
04/25/2013,-0.849,23.291
04/24/2013,-0.891,25.010
04/23/2013,-0.890,24.120
04/22/2013,-0.906,24.715
04/19/2013,-0.868,23.527
04/18/2013,-0.902,24.316
04/17/2013,-0.890,24.878
04/16/2013,-0.896,25.494
04/15/2013,-0.935,26.310
04/12/2013,-0.935,26.024
04/11/2013,-0.927,25.320
04/10/2013,-0.957,24.825
04/09/2013,-0.980,24.958
04/08/2013,-0.978,25.196
04/05/2013,-0.977,26.714
04/04/2013,-0.926,28.040
04/03/2013,-0.919,28.895
04/02/2013,-0.891,28.061
03/28/2013,-0.923,28.228
03/27/2013,-0.897,29.121
03/26/2013,-0.881,28.391
03/25/2013,-0.846,27.807
03/22/2013,-0.821,27.016
03/21/2013,-0.782,26.826
03/20/2013,-0.794,26.696
03/19/2013,-0.776,27.713
03/18/2013,-0.748,28.014
03/15/2013,-0.699,27.824
03/14/2013,-0.686,27.426
03/13/2013,-0.723,27.325
03/12/2013,-0.735,26.380
03/11/2013,-0.682,25.491
03/08/2013,-0.639,24.589
03/07/2013,-0.658,24.959
03/06/2013,-0.674,24.624
03/05/2013,-0.686,24.155
03/04/2013,-0.702,23.619
03/01/2013,-0.714,23.131
02/28/2013,-0.701,22.801
02/27/2013,-0.684,24.314
02/26/2013,-0.696,24.474
02/25/2013,-0.600,23.672
02/22/2013,-0.611,23.752
02/21/2013,-0.608,24.406
02/20/2013,-0.582,24.085
02/19/2013,-0.584,23.056
02/18/2013,-0.579,22.806
02/15/2013,-0.590,22.666
02/14/2013,-0.610,22.285
02/13/2013,-0.579,22.574
02/12/2013,-0.640,23.892
02/11/2013,-0.653,24.210
02/08/2013,-0.658,23.950
02/07/2013,-0.657,24.273
02/06/2013,-0.608,23.567
02/05/2013,-0.616,22.946
02/04/2013,-0.654,22.008
02/01/2013,-0.652,21.918
01/31/2013,-0.673,22.448
01/30/2013,-0.624,22.279
01/29/2013,-0.642,20.705
01/28/2013,-0.634,22.070
01/25/2013,-0.645,22.187
01/24/2013,-0.657,23.688
01/23/2013,-0.712,24.607
01/22/2013,-0.638,22.532
01/21/2013,-0.601,22.636
01/18/2013,-0.607,21.692
01/17/2013,-0.588,21.803
01/16/2013,-0.630,21.914
01/15/2013,-0.590,21.121
01/14/2013,-0.543,19.545
01/11/2013,-0.514,20.847
01/10/2013,-0.509,20.135
01/09/2013,-0.277,18.396
01/08/2013,-0.299,19.516
01/07/2013,-0.252,19.727
01/04/2013,-0.217,19.424
01/03/2013,-0.274,20.929
01/02/2013,-0.361,22.128
12/31/2012,-0.417,22.595
12/28/2012,-0.414,21.551
12/27/2012,-0.435,21.672
12/24/2012,-0.409,22.492
12/21/2012,-0.410,22.525
12/20/2012,-0.387,21.703
12/19/2012,-0.390,20.363
12/18/2012,-0.434,20.967
12/17/2012,-0.454,21.766
12/14/2012,-0.448,21.109
12/13/2012,-0.428,21.571
12/12/2012,-0.420,21.268
12/11/2012,-0.461,22.346
12/10/2012,-0.448,23.520
12/07/2012,-0.471,23.622
12/06/2012,-0.451,21.589
12/05/2012,-0.421,22.909
12/04/2012,-0.422,21.037
12/03/2012,-0.389,20.244
11/30/2012,-0.406,20.661
11/29/2012,-0.410,20.423
11/28/2012,-0.388,21.194
11/27/2012,-0.360,21.679
11/26/2012,-0.356,20.165
11/23/2012,-0.346,19.457
11/22/2012,-0.354,20.583
11/21/2012,-0.366,20.655
11/20/2012,-0.409,20.099
11/19/2012,-0.440,19.334
11/16/2012,-0.436,20.125
11/15/2012,-0.429,20.075
11/14/2012,-0.409,20.385
11/13/2012,-0.452,20.289
11/12/2012,-0.401,21.739
11/09/2012,-0.390,21.472
11/08/2012,-0.362,21.449
11/07/2012,-0.336,23.510
11/06/2012,-0.287,22.473
11/05/2012,-0.291,23.005
11/02/2012,-0.263,21.869
11/01/2012,-0.255,21.408
10/31/2012,-0.289,21.559
10/30/2012,-0.311,22.643
10/29/2012,-0.329,22.059
10/26/2012,-0.284,21.716
10/25/2012,-0.252,20.845
10/24/2012,-0.268,21.823
10/23/2012,-0.275,21.556
10/22/2012,-0.235,22.366
10/19/2012,-0.233,20.090
10/18/2012,-0.240,19.511
10/17/2012,-0.249,20.938
10/16/2012,-0.303,22.017
10/15/2012,-0.338,23.550
10/12/2012,-0.379,23.646
10/11/2012,-0.379,24.621
10/10/2012,-0.293,22.737
10/09/2012,-0.324,22.312
10/08/2012,-0.333,22.084
10/05/2012,-0.289,21.519
10/04/2012,-0.303,20.560
10/03/2012,-0.285,21.395
10/02/2012,-0.272,21.496
10/01/2012,-0.269,21.104
09/28/2012,-0.292,22.133
09/27/2012,-0.239,21.848
09/26/2012,-0.273,22.128
09/25/2012,-0.247,22.663
09/24/2012,-0.315,22.326
09/21/2012,-0.331,21.449
09/20/2012,-0.335,21.372
09/19/2012,-0.363,22.848
09/18/2012,-0.366,22.755
09/17/2012,-0.371,20.795
09/14/2012,-0.349,21.078
09/13/2012,-0.396,21.331
09/12/2012,-0.350,21.417
09/11/2012,-0.421,22.252
09/10/2012,-0.428,22.162
09/07/2012,-0.445,22.154
09/06/2012,-0.424,21.110
09/05/2012,-0.495,20.892
09/04/2012,-0.502,21.494
09/03/2012,-0.470,20.478
08/31/2012,-0.514,21.546
08/30/2012,-0.501,20.441
08/29/2012,-0.462,19.654
08/28/2012,-0.477,20.382
08/24/2012,-0.458,19.936
08/23/2012,-0.432,19.605
08/22/2012,-0.395,19.866
08/21/2012,-0.349,18.268
08/20/2012,-0.422,18.725
08/17/2012,-0.416,19.018
08/16/2012,-0.385,20.165
08/15/2012,-0.388,19.115
08/14/2012,-0.422,19.041
08/13/2012,-0.410,18.374
08/10/2012,-0.435,18.285
08/09/2012,-0.366,16.852
08/08/2012,-0.365,17.202
08/07/2012,-0.371,17.606
08/06/2012,-0.406,18.428
08/03/2012,-0.359,17.859
08/02/2012,-0.404,18.258
08/01/2012,-0.376,18.806
07/31/2012,-0.355,17.648
07/30/2012,-0.333,16.976
07/27/2012,-0.319,16.366
07/26/2012,-0.364,16.120
07/25/2012,-0.394,17.789
07/24/2012,-0.406,15.596
07/23/2012,-0.400,17.013
07/20/2012,-0.438,16.750
07/19/2012,-0.436,16.202
07/18/2012,-0.459,16.576
07/17/2012,-0.459,15.611
07/16/2012,-0.469,15.590
07/13/2012,-0.425,14.719
07/12/2012,-0.422,15.014
07/11/2012,-0.395,14.628
07/10/2012,-0.412,15.240
07/09/2012,-0.446,15.924
07/06/2012,-0.454,15.242
07/05/2012,-0.447,14.591
07/04/2012,-0.387,13.690
07/03/2012,-0.376,14.396
07/02/2012,-0.396,13.120
06/29/2012,-0.352,12.677
06/28/2012,-0.423,13.582
06/27/2012,-0.425,15.511
06/26/2012,-0.452,16.700
06/25/2012,-0.465,15.508
06/22/2012,-0.436,15.069
06/21/2012,-0.436,15.355
06/20/2012,-0.405,16.665
06/19/2012,-0.439,18.650
06/18/2012,-0.509,19.073
06/15/2012,-0.504,18.510
06/14/2012,-0.422,16.938
06/13/2012,-0.364,15.129
06/12/2012,-0.418,15.716
06/11/2012,-0.426,14.063
06/08/2012,-0.437,13.293
06/07/2012,-0.392,13.635
06/06/2012,-0.431,13.587
06/01/2012,-0.487,13.178
05/31/2012,-0.523,15.230
05/30/2012,-0.411,13.918
05/29/2012,-0.394,11.566
05/28/2012,-0.360,10.191
05/25/2012,-0.414,10.270
05/24/2012,-0.465,9.686
05/23/2012,-0.478,9.809
05/22/2012,-0.438,8.846
05/21/2012,-0.446,8.851
05/18/2012,-0.462,10.178
05/17/2012,-0.455,10.397
05/16/2012,-0.458,9.848
05/15/2012,-0.428,9.648
05/14/2012,-0.436,9.175
05/11/2012,-0.387,10.381
05/10/2012,-0.336,9.714
05/09/2012,-0.349,11.264
05/08/2012,-0.328,11.021
05/04/2012,-0.300,12.204
05/03/2012,-0.286,11.636
05/02/2012,-0.290,11.949
05/01/2012,-0.269,11.436
04/30/2012,-0.249,10.238
04/27/2012,-0.252,9.297
04/26/2012,-0.269,8.705
04/25/2012,-0.258,8.136
04/24/2012,-0.288,9.039
04/23/2012,-0.312,8.604
04/20/2012,-0.301,8.795
04/19/2012,-0.281,9.021
04/18/2012,-0.321,9.496
04/17/2012,-0.362,9.845
04/16/2012,-0.390,10.106
04/13/2012,-0.383,9.991
04/12/2012,-0.362,9.387
04/11/2012,-0.382,9.031
04/10/2012,-0.415,10.031
04/05/2012,-0.326,9.268
04/04/2012,-0.285,8.678
04/03/2012,-0.321,9.131
04/02/2012,-0.277,9.316
03/30/2012,-0.305,10.299
03/29/2012,-0.289,10.277
03/28/2012,-0.276,10.701
03/27/2012,-0.251,9.808
03/26/2012,-0.212,10.123
03/23/2012,-0.250,10.014
03/22/2012,-0.213,8.725
03/21/2012,-0.205,8.823
03/20/2012,-0.154,8.991
03/19/2012,-0.153,9.869
03/16/2012,-0.135,9.266
03/15/2012,-0.187,9.415
03/14/2012,-0.230,9.605
03/13/2012,-0.334,10.090
03/12/2012,-0.367,10.757
03/09/2012,-0.307,8.638
03/08/2012,-0.317,8.575
03/07/2012,-0.325,9.462
03/06/2012,-0.331,10.307
03/05/2012,-0.315,10.139
03/02/2012,-0.327,12.840
03/01/2012,-0.278,11.059
02/29/2012,-0.357,11.926
02/28/2012,-0.383,11.295
02/27/2012,-0.390,11.210
02/24/2012,-0.317,10.413
02/23/2012,-0.325,10.125
02/22/2012,-0.303,9.907
02/21/2012,-0.270,9.361
02/20/2012,-0.241,9.938
02/17/2012,-0.272,10.043
02/16/2012,-0.320,10.775
02/15/2012,-0.358,10.745
02/14/2012,-0.301,8.720
02/13/2012,-0.315,9.755
02/10/2012,-0.320,11.290
02/09/2012,-0.275,9.847
02/08/2012,-0.328,9.562
02/07/2012,-0.296,10.261
02/06/2012,-0.316,9.470
02/03/2012,-0.309,8.526
02/02/2012,-0.370,8.550
02/01/2012,-0.392,7.670
01/31/2012,-0.472,8.843
01/30/2012,-0.442,9.407
01/27/2012,-0.412,8.685
01/26/2012,-0.386,7.088
01/25/2012,-0.318,7.058
01/24/2012,-0.284,7.305
01/23/2012,-0.347,7.751
01/20/2012,-0.418,7.165
01/19/2012,-0.471,7.845
01/18/2012,-0.555,9.278
01/17/2012,-0.572,9.359
01/16/2012,-0.558,8.890
01/13/2012,-0.575,8.402
01/12/2012,-0.503,9.384
01/11/2012,-0.476,10.450
01/10/2012,-0.485,11.783
01/09/2012,-0.533,10.725
01/06/2012,-0.496,8.978
01/05/2012,-0.485,9.561
01/04/2012,-0.479,10.186
01/03/2012,-0.455,9.721
12/30/2011,-0.512,9.983
12/29/2011,-0.520,9.639
12/28/2011,-0.488,9.989
12/23/2011,-0.471,9.310
12/22/2011,-0.478,9.447
12/21/2011,-0.513,9.056
12/20/2011,-0.446,6.937
12/19/2011,-0.442,7.977
12/16/2011,-0.433,8.052
12/15/2011,-0.357,7.984
12/14/2011,-0.350,8.193
12/13/2011,-0.314,7.537
12/12/2011,-0.248,9.465
12/09/2011,-0.199,9.887
12/08/2011,-0.164,8.906
12/07/2011,-0.161,6.646
12/06/2011,-0.217,7.149
12/05/2011,-0.162,6.939
12/02/2011,-0.202,7.505
12/01/2011,-0.247,6.606
11/30/2011,-0.209,2.445
11/29/2011,-0.308,3.193
11/28/2011,-0.292,4.926
11/25/2011,-0.253,6.530
11/24/2011,-0.324,8.149
11/23/2011,-0.319,6.968
11/22/2011,-0.275,8.474
11/21/2011,-0.216,8.680
11/18/2011,-0.202,6.636
11/17/2011,-0.221,4.974
11/16/2011,-0.241,5.784
11/15/2011,-0.221,5.731
11/14/2011,-0.174,7.102
11/11/2011,-0.135,6.358
11/10/2011,-0.190,5.948
11/09/2011,-0.197,7.300
11/08/2011,-0.131,7.943
11/07/2011,-0.072,8.398
11/04/2011,-0.074,9.778
11/03/2011,-0.043,9.119
11/02/2011,-0.109,8.998
11/01/2011,-0.125,9.502
10/31/2011,-0.033,8.925
10/28/2011,0.099,7.904
10/27/2011,0.085,7.769
10/26/2011,-0.036,8.298
10/25/2011,0.000,9.281
10/24/2011,-0.005,10.209
10/21/2011,-0.030,8.816
10/20/2011,-0.065,6.830
10/19/2011,-0.057,7.110
10/18/2011,-0.085,8.039
10/17/2011,-0.007,7.402
10/14/2011,-0.007,9.418
10/13/2011,-0.051,9.462
10/12/2011,0.045,10.213
10/11/2011,-0.040,8.095
10/10/2011,-0.107,5.931
10/07/2011,-0.188,7.700
10/06/2011,-0.225,7.315
10/05/2011,-0.247,8.153
10/04/2011,-0.303,9.392
10/03/2011,-0.258,8.698
09/30/2011,-0.171,9.701
09/29/2011,-0.109,8.274
09/28/2011,-0.123,6.687
09/27/2011,-0.096,6.421
09/26/2011,-0.174,8.774
09/23/2011,-0.210,9.238
09/22/2011,-0.190,10.322
09/21/2011,-0.072,11.838
09/20/2011,-0.095,10.176
09/19/2011,-0.097,9.369
09/16/2011,-0.069,9.744
09/15/2011,-0.050,10.666
09/14/2011,-0.113,10.594
09/13/2011,-0.108,9.992
09/12/2011,-0.115,9.970
09/09/2011,-0.079,8.619
09/08/2011,0.015,7.340
09/07/2011,0.041,9.034
09/06/2011,0.062,7.883
09/05/2011,0.032,8.710
09/02/2011,0.093,8.052
09/01/2011,0.139,7.337
08/31/2011,0.219,8.020
08/30/2011,0.118,7.156
08/26/2011,0.136,7.465
08/25/2011,0.057,7.900
08/24/2011,0.037,8.293
08/23/2011,-0.018,12.637
08/22/2011,-0.046,12.086
08/19/2011,-0.038,12.884
08/18/2011,-0.097,13.102
08/17/2011,0.035,10.611
08/16/2011,0.125,9.888
08/15/2011,0.131,9.092
08/12/2011,0.151,9.738
08/11/2011,0.169,9.897
08/10/2011,0.174,9.008
08/09/2011,0.293,7.885
08/08/2011,0.202,8.767
08/05/2011,0.191,8.732
08/04/2011,0.143,10.771
08/03/2011,0.173,10.699
08/02/2011,0.165,12.425
08/01/2011,0.184,11.363
07/29/2011,0.233,8.776
07/28/2011,0.312,8.011
07/27/2011,0.326,7.633
07/26/2011,0.371,4.608
07/25/2011,0.317,3.944
07/22/2011,0.351,2.649
07/21/2011,0.406,2.354
07/20/2011,0.353,2.891
07/19/2011,0.335,2.882
07/18/2011,0.340,3.412
07/15/2011,0.378,2.133
07/14/2011,0.385,2.747
07/13/2011,0.421,2.185
07/12/2011,0.427,1.872
07/11/2011,0.402,1.193
07/08/2011,0.464,0.240
07/07/2011,0.525,-0.665
07/06/2011,0.496,0.575
07/05/2011,0.513,-0.359
07/04/2011,0.536,-1.000
07/01/2011,0.545,-0.775
06/30/2011,0.560,-2.218
06/29/2011,0.529,-0.780
06/28/2011,0.523,0.381
06/27/2011,0.471,0.005
06/24/2011,0.415,1.495
06/23/2011,0.434,1.388
06/22/2011,0.438,2.870
06/21/2011,0.444,2.555
06/20/2011,0.437,2.809
06/17/2011,0.424,3.453
06/16/2011,0.407,3.587
06/15/2011,0.413,3.401
06/14/2011,0.452,3.122
06/13/2011,0.453,3.184
06/10/2011,0.437,4.441
06/09/2011,0.473,3.893
06/08/2011,0.465,3.550
06/07/2011,0.484,2.143
06/06/2011,0.470,3.558
06/03/2011,0.484,3.255
06/02/2011,0.475,2.931
06/01/2011,0.477,2.118
05/31/2011,0.488,1.550
05/27/2011,0.503,2.138
05/26/2011,0.519,2.285
05/25/2011,0.541,2.174
05/24/2011,0.563,1.378
05/23/2011,0.583,2.311
05/20/2011,0.580,1.646
05/19/2011,0.591,-0.154
05/18/2011,0.547,1.267
05/17/2011,0.534,1.772
05/16/2011,0.554,1.583
05/13/2011,0.550,2.119
05/12/2011,0.548,2.233
05/11/2011,0.575,1.372
05/10/2011,0.532,4.170
05/09/2011,0.533,4.513
05/06/2011,0.538,5.200
05/05/2011,0.499,6.544
05/04/2011,0.477,5.891
05/03/2011,0.520,2.865
04/28/2011,0.541,2.954
04/27/2011,0.627,2.596
04/26/2011,0.563,4.119
04/21/2011,0.631,3.458
04/20/2011,0.669,2.689
04/19/2011,0.668,2.893
04/18/2011,0.664,2.086
04/15/2011,0.681,1.738
04/14/2011,0.726,1.069
04/13/2011,0.715,0.233
04/12/2011,0.696,-0.042
04/11/2011,0.764,0.600
04/08/2011,0.751,0.443
04/07/2011,0.705,-0.352
04/06/2011,0.717,-1.774
04/05/2011,0.712,-2.641
04/04/2011,0.674,-2.465
04/01/2011,0.693,-2.530
03/31/2011,0.648,-0.305
03/30/2011,0.668,0.342
03/29/2011,0.644,1.563
03/28/2011,0.629,1.012
03/25/2011,0.619,1.208
03/24/2011,0.608,1.390
03/23/2011,0.567,1.961
03/22/2011,0.587,1.643
03/21/2011,0.564,2.845
03/18/2011,0.550,3.425
03/17/2011,0.608,2.925
03/16/2011,0.577,2.955
03/15/2011,0.626,2.524
03/14/2011,0.640,2.028
03/11/2011,0.664,1.247
03/10/2011,0.639,-0.125
03/09/2011,0.684,-1.054
03/08/2011,0.712,-1.170
03/07/2011,0.693,-1.206
03/04/2011,0.672,-1.204
03/03/2011,0.736,-2.949
03/02/2011,0.696,-1.003
03/01/2011,0.652,-1.304
02/28/2011,0.600,0.967
02/25/2011,0.624,0.244
02/24/2011,0.622,-0.521
02/23/2011,0.673,-2.245
02/22/2011,0.707,-2.961
02/21/2011,0.729,-3.940
02/18/2011,0.787,-4.313
02/17/2011,0.776,-3.496
02/16/2011,0.804,-5.018
02/15/2011,0.819,-4.982
02/14/2011,0.796,-5.744
02/11/2011,0.811,-5.237
02/10/2011,0.815,-4.545
02/09/2011,0.819,-4.603
02/08/2011,0.801,-3.680
02/07/2011,0.795,-3.121
02/04/2011,0.783,-2.865
02/03/2011,0.716,-2.649
02/02/2011,0.729,-2.090
02/01/2011,0.767,-2.939
01/31/2011,0.736,-1.732
01/28/2011,0.723,-1.329
01/27/2011,0.741,-4.083
01/26/2011,0.755,-4.777
01/25/2011,0.746,-3.507
01/24/2011,0.774,-3.472
01/21/2011,0.795,-3.747
01/20/2011,0.793,-2.600
01/19/2011,0.745,-2.484
01/18/2011,0.743,-2.656
01/17/2011,0.737,-1.054
01/14/2011,0.726,-1.574
01/13/2011,0.719,-1.277
01/12/2011,0.751,-2.665
01/11/2011,0.696,0.265
01/10/2011,0.664,-0.449
01/07/2011,0.694,-2.105
01/06/2011,0.694,-2.478
01/05/2011,0.732,-2.439
01/04/2011,0.648,-4.345
12/31/2010,0.583,-5.691
12/30/2010,0.662,-6.015
12/29/2010,0.744,-7.668
12/24/2010,0.682,-7.640
12/23/2010,0.694,-7.684
12/22/2010,0.705,-7.672
12/21/2010,0.702,-7.506
12/20/2010,0.680,-7.231
12/17/2010,0.754,-7.545
12/16/2010,0.826,-8.912
12/15/2010,0.787,-6.697
12/14/2010,0.794,-6.746
12/13/2010,0.770,-7.837
12/10/2010,0.732,-7.289
12/09/2010,0.746,-6.216
12/08/2010,0.858,-4.933
12/07/2010,0.839,-5.258
12/06/2010,0.764,-3.464
12/03/2010,0.774,-3.583
12/02/2010,0.758,-3.028
12/01/2010,0.720,-1.582
11/30/2010,0.643,1.455
11/29/2010,0.714,-0.074
11/26/2010,0.663,-4.141
11/25/2010,0.685,-2.076
11/24/2010,0.618,-1.765
11/23/2010,0.566,-1.271
11/22/2010,0.612,-1.586
11/19/2010,0.650,-1.002
11/18/2010,0.671,-1.622
11/17/2010,0.538,1.694
11/16/2010,0.544,2.592
11/15/2010,0.510,3.704
11/12/2010,0.460,2.779
11/11/2010,0.480,3.044
11/10/2010,0.573,4.833
11/09/2010,0.499,6.839
11/08/2010,0.499,6.848
11/05/2010,0.481,6.801
11/04/2010,0.466,6.786
11/03/2010,0.504,6.122
11/02/2010,0.535,6.332
11/01/2010,0.529,6.180
10/29/2010,0.532,4.211
10/28/2010,0.596,4.282
10/27/2010,0.584,4.276
10/26/2010,0.532,3.433
10/25/2010,0.433,5.011
10/22/2010,0.449,5.197
10/21/2010,0.409,4.473
10/20/2010,0.422,5.206
10/19/2010,0.408,5.765
10/18/2010,0.346,5.535
10/15/2010,0.312,6.094
10/14/2010,0.242,5.694
10/13/2010,0.222,5.169
10/12/2010,0.206,5.781
10/11/2010,0.273,4.596
10/08/2010,0.252,4.359
10/07/2010,0.301,3.766
10/06/2010,0.266,3.637
10/05/2010,0.322,1.856
10/04/2010,0.278,2.097
10/01/2010,0.284,1.258
09/30/2010,0.252,1.954
09/29/2010,0.215,2.313
09/28/2010,0.252,2.288
09/27/2010,0.271,2.318
09/24/2010,0.306,2.217
09/23/2010,0.245,1.754
09/22/2010,0.235,2.533
09/21/2010,0.364,2.203
09/20/2010,0.375,1.322
09/17/2010,0.370,2.092
09/16/2010,0.384,2.396
09/15/2010,0.313,1.431
09/14/2010,0.306,3.406
09/13/2010,0.365,2.319
09/10/2010,0.400,2.313
09/09/2010,0.325,3.266
09/08/2010,0.285,3.774
09/07/2010,0.244,4.356
09/06/2010,0.305,3.773
09/03/2010,0.340,3.476
09/02/2010,0.303,2.732
09/01/2010,0.298,2.491
08/31/2010,0.215,2.943
08/27/2010,0.285,2.265
08/26/2010,0.275,2.431
08/25/2010,0.252,1.935
08/24/2010,0.265,1.855
08/23/2010,0.340,3.107
08/20/2010,0.351,3.420
08/19/2010,0.382,3.241
08/18/2010,0.382,1.859
08/17/2010,0.384,0.974
08/16/2010,0.369,1.135
08/13/2010,0.414,1.655
08/12/2010,0.401,2.925
08/11/2010,0.437,3.302
08/10/2010,0.497,1.427
08/09/2010,0.466,1.563
08/06/2010,0.459,0.714
08/05/2010,0.475,0.355
08/04/2010,0.522,-0.759
08/03/2010,0.531,-0.373
08/02/2010,0.565,-1.218
07/30/2010,0.560,-1.187
07/29/2010,0.618,-1.529
07/28/2010,0.658,-2.721
07/27/2010,0.669,-3.059
07/26/2010,0.641,-3.440
07/23/2010,0.610,-3.398
07/22/2010,0.560,-1.816
07/21/2010,0.557,-3.958
07/20/2010,0.519,-2.745
07/19/2010,0.515,-3.101
07/16/2010,0.505,-4.279
07/15/2010,0.502,-4.647
07/14/2010,0.523,-3.794
07/13/2010,0.525,-1.428
07/12/2010,0.527,-1.950
07/09/2010,0.475,-4.402
07/08/2010,0.427,-4.437
07/07/2010,0.435,-4.787
07/06/2010,0.459,-2.023
07/05/2010,0.436,-2.457
07/02/2010,0.438,-2.144
07/01/2010,0.381,-1.949
06/30/2010,0.395,-0.957
06/29/2010,0.449,-1.266
06/28/2010,0.434,-1.719
