Date,RY_15y,15s-20s
09/25/2020,-2.779,18.507
09/24/2020,-2.733,17.518
09/23/2020,-2.754,17.028
09/22/2020,-2.786,16.968
09/21/2020,-2.809,18.692
09/18/2020,-2.808,18.517
09/17/2020,-2.818,17.975
09/16/2020,-2.764,16.820
09/15/2020,-2.776,17.204
09/14/2020,-2.802,17.187
09/11/2020,-2.814,17.056
09/10/2020,-2.772,16.691
09/09/2020,-2.794,17.592
09/08/2020,-2.820,17.606
09/07/2020,-2.728,17.301
09/04/2020,-2.697,15.909
09/03/2020,-2.713,15.839
09/02/2020,-2.700,16.002
09/01/2020,-2.712,16.018
08/28/2020,-2.720,17.054
08/27/2020,-2.681,17.247
08/26/2020,-2.708,16.668
08/25/2020,-2.738,17.334
08/24/2020,-2.777,17.015
08/21/2020,-2.741,16.968
08/20/2020,-2.719,16.522
08/19/2020,-2.702,15.924
08/18/2020,-2.714,14.870
08/17/2020,-2.733,14.398
08/14/2020,-2.706,14.626
08/13/2020,-2.743,13.950
08/12/2020,-2.758,13.644
08/11/2020,-2.795,13.227
08/10/2020,-2.871,14.466
08/07/2020,-2.832,13.921
08/06/2020,-2.848,13.674
08/05/2020,-2.837,13.665
08/04/2020,-2.877,13.693
08/03/2020,-2.877,13.892
07/31/2020,-2.882,13.527
07/30/2020,-2.892,13.205
07/29/2020,-2.863,13.532
07/28/2020,-2.858,13.702
07/27/2020,-2.848,12.265
07/24/2020,-2.812,12.272
07/23/2020,-2.816,12.499
07/22/2020,-2.816,12.802
07/21/2020,-2.791,12.978
07/20/2020,-2.798,13.185
07/17/2020,-2.785,12.992
07/16/2020,-2.821,11.907
07/15/2020,-2.819,11.122
07/14/2020,-2.826,10.727
07/13/2020,-2.760,9.413
07/10/2020,-2.777,9.692
07/09/2020,-2.786,9.658
07/08/2020,-2.802,9.414
07/07/2020,-2.815,9.839
07/06/2020,-2.830,9.394
07/03/2020,-2.840,10.200
07/02/2020,-2.837,10.229
07/01/2020,-2.806,9.668
06/30/2020,-2.785,9.622
06/29/2020,-2.799,8.947
06/26/2020,-2.756,8.871
06/25/2020,-2.763,8.646
06/24/2020,-2.734,8.602
06/23/2020,-2.739,9.234
06/22/2020,-2.754,8.237
06/19/2020,-2.712,8.215
06/18/2020,-2.722,7.190
06/17/2020,-2.762,7.684
06/16/2020,-2.743,9.082
06/15/2020,-2.710,8.166
06/12/2020,-2.705,8.481
06/11/2020,-2.720,8.733
06/10/2020,-2.674,8.207
06/09/2020,-2.649,9.444
06/08/2020,-2.632,10.060
06/05/2020,-2.636,9.911
06/04/2020,-2.645,8.845
06/03/2020,-2.702,9.261
06/02/2020,-2.732,10.236
06/01/2020,-2.737,9.678
05/29/2020,-2.730,9.207
05/28/2020,-2.717,9.224
05/27/2020,-2.717,9.266
05/26/2020,-2.662,8.724
05/22/2020,-2.684,8.612
05/21/2020,-2.694,8.445
05/20/2020,-2.638,8.210
05/19/2020,-2.627,7.940
05/18/2020,-2.607,8.221
05/15/2020,-2.611,8.831
05/14/2020,-2.592,8.432
05/13/2020,-2.577,9.402
05/12/2020,-2.549,9.108
05/11/2020,-2.554,8.899
05/07/2020,-2.577,8.805
05/06/2020,-2.544,8.872
05/05/2020,-2.544,9.185
05/04/2020,-2.515,8.357
05/01/2020,-2.499,8.971
04/30/2020,-2.511,8.036
04/29/2020,-2.499,8.228
04/28/2020,-2.477,6.972
04/27/2020,-2.419,5.984
04/24/2020,-2.467,6.840
04/23/2020,-2.482,6.818
04/22/2020,-2.476,7.094
04/21/2020,-2.464,6.163
04/20/2020,-2.461,7.230
04/17/2020,-2.476,7.820
04/16/2020,-2.491,8.565
04/15/2020,-2.523,10.191
04/14/2020,-2.486,11.388
04/09/2020,-2.502,11.952
04/08/2020,-2.455,12.251
04/07/2020,-2.444,12.718
04/06/2020,-2.499,12.288
04/03/2020,-2.509,12.041
04/02/2020,-2.503,12.129
04/01/2020,-2.504,12.302
03/31/2020,-2.464,13.591
03/30/2020,-2.529,10.894
03/27/2020,-2.508,10.705
03/26/2020,-2.504,10.471
03/25/2020,-2.441,11.345
03/24/2020,-2.409,10.530
03/23/2020,-2.414,10.858
03/20/2020,-2.185,12.038
03/19/2020,-1.937,10.156
03/18/2020,-2.013,8.523
03/17/2020,-2.183,6.005
03/16/2020,-2.271,4.133
03/13/2020,-2.381,5.819
03/12/2020,-2.477,3.299
03/11/2020,-2.488,7.785
03/10/2020,-2.537,7.659
03/09/2020,-2.571,7.268
03/06/2020,-2.585,9.488
03/05/2020,-2.526,11.593
03/04/2020,-2.515,10.905
03/03/2020,-2.528,10.732
03/02/2020,-2.507,9.516
02/28/2020,-2.477,7.605
02/27/2020,-2.531,7.173
02/26/2020,-2.514,7.510
02/25/2020,-2.529,6.888
02/24/2020,-2.485,5.936
02/21/2020,-2.470,6.591
02/20/2020,-2.441,8.051
02/19/2020,-2.412,8.368
02/18/2020,-2.414,7.980
02/17/2020,-2.415,8.962
02/14/2020,-2.411,8.781
02/13/2020,-2.410,8.946
02/12/2020,-2.393,9.010
02/11/2020,-2.411,9.537
02/10/2020,-2.421,9.518
02/07/2020,-2.412,8.771
02/06/2020,-2.383,8.611
02/05/2020,-2.392,9.863
02/04/2020,-2.423,9.731
02/03/2020,-2.444,9.704
01/31/2020,-2.415,8.570
01/30/2020,-2.430,9.061
01/29/2020,-2.448,9.227
01/28/2020,-2.449,9.445
01/27/2020,-2.502,9.849
01/24/2020,-2.461,9.280
01/23/2020,-2.444,9.211
01/22/2020,-2.391,9.486
01/21/2020,-2.390,9.768
01/20/2020,-2.360,9.699
01/17/2020,-2.379,9.302
01/16/2020,-2.380,8.403
01/15/2020,-2.371,8.024
01/14/2020,-2.313,7.965
01/13/2020,-2.294,8.623
01/10/2020,-2.270,8.310
01/09/2020,-2.245,8.521
01/08/2020,-2.278,7.962
01/07/2020,-2.287,7.426
01/06/2020,-2.296,7.776
01/03/2020,-2.294,7.867
01/02/2020,-2.248,7.119
12/31/2019,-2.193,6.975
12/30/2019,-2.166,7.248
12/27/2019,-2.252,7.391
12/24/2019,-2.264,7.547
12/23/2019,-2.247,7.596
12/20/2019,-2.240,7.767
12/19/2019,-2.248,8.200
12/18/2019,-2.300,8.255
12/17/2019,-2.264,8.695
12/16/2019,-2.162,7.422
12/13/2019,-2.211,7.170
12/12/2019,-2.282,10.676
12/11/2019,-2.314,9.787
12/10/2019,-2.269,9.653
12/09/2019,-2.268,9.420
12/06/2019,-2.246,9.807
12/05/2019,-2.222,10.339
12/04/2019,-2.263,10.613
12/03/2019,-2.321,10.101
12/02/2019,-2.295,10.215
11/29/2019,-2.281,10.347
11/28/2019,-2.264,10.572
11/27/2019,-2.280,10.063
11/26/2019,-2.311,9.791
11/25/2019,-2.299,9.218
11/22/2019,-2.302,9.511
11/21/2019,-2.266,8.683
11/20/2019,-2.277,8.649
11/19/2019,-2.266,9.433
11/18/2019,-2.265,8.914
11/15/2019,-2.264,9.258
11/14/2019,-2.314,10.126
11/13/2019,-2.280,9.182
11/12/2019,-2.270,9.718
11/11/2019,-2.283,9.681
11/08/2019,-2.278,10.875
11/07/2019,-2.288,11.263
11/06/2019,-2.321,11.625
11/05/2019,-2.308,11.352
11/04/2019,-2.357,10.380
11/01/2019,-2.386,10.561
10/31/2019,-2.385,8.933
10/30/2019,-2.284,10.384
10/29/2019,-2.243,10.706
10/28/2019,-2.296,9.792
10/25/2019,-2.374,9.757
10/24/2019,-2.397,9.343
10/23/2019,-2.360,9.590
10/22/2019,-2.300,10.093
10/21/2019,-2.272,8.952
10/18/2019,-2.336,9.820
10/17/2019,-2.367,10.323
10/16/2019,-2.408,9.753
10/15/2019,-2.403,9.225
10/14/2019,-2.500,10.897
10/11/2019,-2.447,10.878
10/10/2019,-2.628,12.583
10/09/2019,-2.695,12.310
10/08/2019,-2.748,11.339
10/07/2019,-2.733,10.546
10/04/2019,-2.774,12.061
10/03/2019,-2.749,12.095
10/02/2019,-2.740,12.049
10/01/2019,-2.770,14.155
09/30/2019,-2.774,13.710
09/27/2019,-2.786,13.052
09/26/2019,-2.783,12.078
09/25/2019,-2.778,12.662
09/24/2019,-2.753,12.477
09/23/2019,-2.734,12.401
09/20/2019,-2.635,11.829
09/19/2019,-2.639,12.895
09/18/2019,-2.624,13.443
09/17/2019,-2.595,13.043
09/16/2019,-2.633,12.794
09/13/2019,-2.544,12.833
09/12/2019,-2.685,13.289
09/11/2019,-2.695,14.089
09/10/2019,-2.688,14.437
09/09/2019,-2.676,14.660
09/06/2019,-2.749,14.543
09/05/2019,-2.654,14.460
09/04/2019,-2.783,15.029
09/03/2019,-2.961,10.793
09/02/2019,-2.901,11.073
08/30/2019,-2.854,11.638
08/29/2019,-2.910,11.761
08/28/2019,-2.902,11.605
08/27/2019,-2.849,11.183
08/23/2019,-2.782,10.669
08/22/2019,-2.807,9.805
08/21/2019,-2.868,10.074
08/20/2019,-2.859,11.627
08/19/2019,-2.845,12.955
08/16/2019,-2.854,13.337
08/15/2019,-2.853,12.809
08/14/2019,-2.752,13.126
08/13/2019,-2.680,13.071
08/12/2019,-2.663,13.108
08/09/2019,-2.654,13.741
08/08/2019,-2.649,13.241
08/07/2019,-2.709,12.906
08/06/2019,-2.678,12.902
08/05/2019,-2.690,13.799
08/02/2019,-2.625,13.776
08/01/2019,-2.600,13.224
07/31/2019,-2.557,12.959
07/30/2019,-2.499,13.278
07/29/2019,-2.473,12.506
07/26/2019,-2.434,10.922
07/25/2019,-2.403,10.941
07/24/2019,-2.448,10.862
07/23/2019,-2.455,10.784
07/22/2019,-2.419,10.380
07/19/2019,-2.396,10.150
07/18/2019,-2.390,9.868
07/17/2019,-2.405,9.702
07/16/2019,-2.329,8.157
07/15/2019,-2.323,7.197
07/12/2019,-2.283,6.242
07/11/2019,-2.284,6.284
07/10/2019,-2.348,6.867
07/09/2019,-2.403,8.986
07/08/2019,-2.411,8.581
07/05/2019,-2.382,8.563
07/04/2019,-2.431,9.012
07/03/2019,-2.431,9.292
07/02/2019,-2.406,9.577
07/01/2019,-2.352,8.720
06/28/2019,-2.311,8.336
06/27/2019,-2.337,8.309
06/26/2019,-2.350,7.625
06/25/2019,-2.363,8.783
06/24/2019,-2.361,7.697
06/21/2019,-2.339,7.875
06/20/2019,-2.381,7.903
06/19/2019,-2.347,7.788
06/18/2019,-2.387,8.809
06/17/2019,-2.339,8.494
06/14/2019,-2.362,8.559
06/13/2019,-2.369,8.993
06/12/2019,-2.356,8.101
06/11/2019,-2.406,10.285
06/10/2019,-2.415,8.448
06/07/2019,-2.406,8.388
06/06/2019,-2.389,9.545
06/05/2019,-2.324,7.433
06/04/2019,-2.286,5.712
06/03/2019,-2.297,6.643
05/31/2019,-2.288,5.652
05/30/2019,-2.309,5.286
05/29/2019,-2.286,5.254
05/28/2019,-2.242,5.257
05/24/2019,-2.224,5.040
05/23/2019,-2.206,4.014
05/22/2019,-2.181,5.748
05/21/2019,-2.123,5.134
05/20/2019,-2.143,4.504
05/17/2019,-2.150,5.109
05/16/2019,-2.113,4.294
05/15/2019,-2.105,3.825
05/14/2019,-2.082,3.141
05/13/2019,-2.072,3.111
05/10/2019,-2.074,2.525
05/09/2019,-2.089,3.788
05/08/2019,-2.092,3.810
05/07/2019,-2.053,2.463
05/03/2019,-1.998,2.819
05/02/2019,-2.052,3.403
05/01/2019,-2.082,3.325
04/30/2019,-2.031,3.292
04/29/2019,-2.032,4.423
04/26/2019,-2.017,4.191
04/25/2019,-2.014,4.414
04/24/2019,-2.020,4.486
04/23/2019,-1.966,3.634
04/18/2019,-1.988,3.110
04/17/2019,-1.956,2.311
04/16/2019,-1.976,2.542
04/15/2019,-1.991,3.132
04/12/2019,-1.989,3.110
04/11/2019,-2.043,3.415
04/10/2019,-2.132,4.332
04/09/2019,-2.125,4.399
04/08/2019,-2.114,4.542
04/05/2019,-2.087,4.432
04/04/2019,-2.111,4.188
04/03/2019,-2.103,3.926
04/02/2019,-2.160,4.303
04/01/2019,-2.108,3.338
03/29/2019,-2.131,4.111
03/28/2019,-2.136,3.140
03/27/2019,-2.165,2.402
03/26/2019,-2.191,1.723
03/25/2019,-2.236,0.536
03/22/2019,-2.249,0.343
03/21/2019,-2.181,0.903
03/20/2019,-2.051,0.099
03/19/2019,-1.982,-0.421
03/18/2019,-1.985,0.242
03/15/2019,-1.971,1.178
03/14/2019,-1.976,-0.391
03/13/2019,-1.995,2.284
03/12/2019,-2.019,2.890
03/11/2019,-2.006,2.908
03/08/2019,-1.993,3.757
03/07/2019,-2.018,4.245
03/06/2019,-1.938,3.599
03/05/2019,-1.867,2.688
03/04/2019,-1.863,2.609
03/01/2019,-1.835,3.202
02/28/2019,-1.806,3.164
02/27/2019,-1.817,2.691
02/26/2019,-1.894,3.861
02/25/2019,-1.963,3.606
02/22/2019,-1.979,3.419
02/21/2019,-1.950,3.145
02/20/2019,-1.977,4.025
02/19/2019,-1.968,3.400
02/18/2019,-1.971,3.217
02/15/2019,-1.975,3.597
02/14/2019,-1.997,3.472
02/13/2019,-1.961,3.922
02/12/2019,-1.981,2.729
02/11/2019,-2.008,3.249
02/08/2019,-2.009,4.332
02/07/2019,-1.982,4.317
02/06/2019,-1.940,4.996
02/05/2019,-1.922,5.458
02/04/2019,-1.908,4.556
02/01/2019,-1.918,4.883
01/31/2019,-1.892,4.424
01/30/2019,-1.888,3.469
01/29/2019,-1.882,3.700
01/28/2019,-1.866,3.176
01/25/2019,-1.845,3.359
01/24/2019,-1.867,3.766
01/23/2019,-1.838,3.781
01/22/2019,-1.836,4.523
01/21/2019,-1.854,4.820
01/18/2019,-1.838,4.313
01/17/2019,-1.828,4.358
01/16/2019,-1.935,4.426
01/15/2019,-2.011,4.830
01/14/2019,-1.989,4.356
01/11/2019,-2.012,4.456
01/10/2019,-2.006,4.831
01/09/2019,-2.006,4.329
01/08/2019,-1.992,3.937
01/07/2019,-2.007,3.375
01/04/2019,-1.997,3.013
01/03/2019,-2.035,3.847
01/02/2019,-1.997,3.398
12/31/2018,-1.954,2.603
12/28/2018,-1.987,2.310
12/27/2018,-1.965,1.946
12/24/2018,-1.993,1.670
12/21/2018,-1.957,2.249
12/20/2018,-1.972,2.455
12/19/2018,-1.996,3.195
12/18/2018,-2.030,3.517
12/17/2018,-2.059,3.104
12/14/2018,-2.076,4.514
12/13/2018,-2.025,4.044
12/12/2018,-2.059,5.294
12/11/2018,-2.075,6.066
12/10/2018,-2.079,5.546
12/07/2018,-1.978,5.431
12/06/2018,-1.980,5.616
12/05/2018,-1.905,6.076
12/04/2018,-1.934,6.697
12/03/2018,-1.882,6.448
11/30/2018,-1.812,6.660
11/29/2018,-1.787,5.349
11/28/2018,-1.769,4.686
11/27/2018,-1.768,4.281
11/26/2018,-1.733,2.769
11/23/2018,-1.754,3.165
11/22/2018,-1.732,3.212
11/21/2018,-1.787,4.017
11/20/2018,-1.797,4.018
11/19/2018,-1.815,3.647
11/16/2018,-1.808,3.202
11/15/2018,-1.838,4.100
11/14/2018,-1.718,0.954
11/13/2018,-1.708,0.650
11/12/2018,-1.771,0.377
11/09/2018,-1.704,-0.097
11/08/2018,-1.654,-0.055
11/07/2018,-1.689,-0.180
11/06/2018,-1.697,-0.581
11/05/2018,-1.711,-1.076
11/02/2018,-1.710,-0.962
11/01/2018,-1.756,-1.086
10/31/2018,-1.786,-0.736
10/30/2018,-1.832,-1.074
10/29/2018,-1.820,0.202
10/26/2018,-1.828,0.054
10/25/2018,-1.764,-0.339
10/24/2018,-1.753,-0.642
10/23/2018,-1.721,-0.887
10/22/2018,-1.704,-0.789
10/19/2018,-1.679,-1.136
10/18/2018,-1.675,-1.339
10/17/2018,-1.690,-0.860
10/16/2018,-1.675,-0.093
10/15/2018,-1.660,0.387
10/12/2018,-1.628,-0.407
10/11/2018,-1.589,-1.032
10/10/2018,-1.598,-1.385
10/09/2018,-1.636,-1.473
10/08/2018,-1.644,-2.200
10/05/2018,-1.598,-2.506
10/04/2018,-1.653,-1.536
10/03/2018,-1.725,-0.317
10/02/2018,-1.735,0.139
10/01/2018,-1.709,-0.645
09/28/2018,-1.696,-0.017
09/27/2018,-1.673,-0.065
09/26/2018,-1.685,0.143
09/25/2018,-1.679,-0.137
09/24/2018,-1.668,-0.857
09/21/2018,-1.688,-0.608
09/20/2018,-1.639,-0.657
09/19/2018,-1.612,-0.570
09/18/2018,-1.633,-0.864
09/17/2018,-1.652,-0.840
09/14/2018,-1.674,-0.844
09/13/2018,-1.693,-0.541
09/12/2018,-1.689,-0.161
09/11/2018,-1.686,-0.306
09/10/2018,-1.699,0.037
09/07/2018,-1.722,0.414
09/06/2018,-1.752,0.949
09/05/2018,-1.716,0.362
09/04/2018,-1.752,1.393
09/03/2018,-1.745,0.538
08/31/2018,-1.705,-0.352
08/30/2018,-1.696,-0.534
08/29/2018,-1.685,-0.942
08/28/2018,-1.734,-0.173
08/24/2018,-1.742,-0.483
08/23/2018,-1.737,-0.100
08/22/2018,-1.736,-0.281
08/21/2018,-1.743,0.007
08/20/2018,-1.770,-0.518
08/17/2018,-1.762,-0.296
08/16/2018,-1.762,-0.585
08/15/2018,-1.759,-0.317
08/14/2018,-1.749,-0.745
08/13/2018,-1.745,-0.715
08/10/2018,-1.755,-0.481
08/09/2018,-1.721,-0.560
08/08/2018,-1.710,-1.398
08/07/2018,-1.696,-1.647
08/06/2018,-1.709,-1.481
08/03/2018,-1.695,-1.512
08/02/2018,-1.655,-2.128
08/01/2018,-1.646,-2.067
07/31/2018,-1.693,-1.638
07/30/2018,-1.674,-1.947
07/27/2018,-1.731,-0.968
07/26/2018,-1.730,-1.099
07/25/2018,-1.735,-1.317
07/24/2018,-1.738,1.128
07/23/2018,-1.722,-0.474
07/20/2018,-1.742,-0.400
07/19/2018,-1.763,-0.771
07/18/2018,-1.750,-0.990
07/17/2018,-1.736,-1.180
07/16/2018,-1.731,-1.469
07/13/2018,-1.745,-0.767
07/12/2018,-1.732,-1.138
07/11/2018,-1.700,-0.906
07/10/2018,-1.690,-0.630
07/09/2018,-1.703,-0.929
07/06/2018,-1.708,-0.478
07/05/2018,-1.714,-0.549
07/04/2018,-1.709,-0.046
07/03/2018,-1.739,0.172
07/02/2018,-1.740,-0.073
06/29/2018,-1.710,-0.566
06/28/2018,-1.708,-0.711
06/27/2018,-1.715,-0.710
06/26/2018,-1.682,-0.909
06/25/2018,-1.695,-0.944
06/22/2018,-1.683,-1.180
06/21/2018,-1.701,-0.819
06/20/2018,-1.691,-0.529
06/19/2018,-1.704,-0.622
06/18/2018,-1.689,-1.261
06/15/2018,-1.708,-1.468
06/14/2018,-1.720,-1.958
06/13/2018,-1.704,-2.464
06/12/2018,-1.688,-1.792
06/11/2018,-1.659,-2.061
06/08/2018,-1.655,-1.787
06/07/2018,-1.630,-1.347
06/06/2018,-1.659,-1.591
06/05/2018,-1.734,-1.165
06/04/2018,-1.726,-1.442
06/01/2018,-1.734,-1.041
05/31/2018,-1.755,-1.745
05/30/2018,-1.718,-1.787
05/29/2018,-1.707,-1.727
05/25/2018,-1.652,-1.701
05/24/2018,-1.616,-1.917
05/23/2018,-1.614,-2.091
05/22/2018,-1.576,-2.286
05/21/2018,-1.579,-2.070
05/18/2018,-1.587,-1.623
05/17/2018,-1.546,-2.265
05/16/2018,-1.580,-2.423
05/15/2018,-1.589,-2.251
05/14/2018,-1.605,-2.268
05/11/2018,-1.636,-2.018
05/10/2018,-1.660,-2.023
05/09/2018,-1.618,-2.321
05/08/2018,-1.650,-1.013
05/04/2018,-1.674,-1.572
05/03/2018,-1.676,-1.661
05/02/2018,-1.645,-1.794
05/01/2018,-1.690,-2.280
04/30/2018,-1.645,-2.726
04/27/2018,-1.620,-3.262
04/26/2018,-1.599,-3.325
04/25/2018,-1.582,-3.755
04/24/2018,-1.572,-4.005
04/23/2018,-1.585,-4.186
04/20/2018,-1.619,-3.643
04/19/2018,-1.609,-3.951
04/18/2018,-1.675,-3.566
04/17/2018,-1.670,-3.951
04/16/2018,-1.657,-4.619
04/13/2018,-1.688,-4.317
04/12/2018,-1.696,-4.243
04/11/2018,-1.755,-3.814
04/10/2018,-1.730,-4.065
04/09/2018,-1.727,-4.225
04/06/2018,-1.734,-4.054
04/05/2018,-1.720,-4.232
04/04/2018,-1.748,-3.974
04/03/2018,-1.757,-4.093
03/29/2018,-1.790,-4.379
03/28/2018,-1.768,-4.430
03/27/2018,-1.732,-4.946
03/26/2018,-1.717,-5.530
03/23/2018,-1.733,-4.774
03/22/2018,-1.756,-5.217
03/21/2018,-1.668,-5.758
03/20/2018,-1.693,-5.120
03/19/2018,-1.708,-5.286
03/16/2018,-1.722,-3.978
03/15/2018,-1.726,-3.434
03/14/2018,-1.731,-2.649
03/13/2018,-1.676,-2.807
03/12/2018,-1.668,-2.899
03/09/2018,-1.665,-2.606
03/08/2018,-1.684,-1.906
03/07/2018,-1.673,-2.168
03/06/2018,-1.669,-3.086
03/05/2018,-1.709,-2.075
03/02/2018,-1.737,-2.233
03/01/2018,-1.725,-2.531
02/28/2018,-1.681,-3.477
02/27/2018,-1.653,-3.487
02/26/2018,-1.667,-2.774
02/23/2018,-1.650,-2.430
02/22/2018,-1.626,-3.004
02/21/2018,-1.629,-2.694
02/20/2018,-1.627,-3.113
02/19/2018,-1.595,-3.150
02/16/2018,-1.608,-2.861
02/15/2018,-1.550,-3.810
02/14/2018,-1.551,-3.661
02/13/2018,-1.563,-3.609
02/12/2018,-1.586,-3.803
02/09/2018,-1.593,-3.625
02/08/2018,-1.587,-3.588
02/07/2018,-1.689,-1.761
02/06/2018,-1.687,-1.366
02/05/2018,-1.639,-3.160
02/02/2018,-1.628,-3.753
02/01/2018,-1.652,-3.038
01/31/2018,-1.707,-1.626
01/30/2018,-1.743,-1.375
01/29/2018,-1.759,-1.162
01/26/2018,-1.770,-1.398
01/25/2018,-1.769,-1.290
01/24/2018,-1.780,-0.686
01/23/2018,-1.839,-0.193
01/22/2018,-1.832,-0.264
01/19/2018,-1.852,-0.463
01/18/2018,-1.868,-0.780
01/17/2018,-1.906,0.258
01/16/2018,-1.896,0.326
01/15/2018,-1.881,0.428
01/12/2018,-1.875,0.628
01/11/2018,-1.897,0.850
01/10/2018,-1.923,0.457
01/09/2018,-1.934,0.317
01/08/2018,-1.940,0.406
01/05/2018,-1.934,0.707
01/04/2018,-1.963,0.088
01/03/2018,-1.985,-0.155
01/02/2018,-1.945,-0.014
12/29/2017,-1.990,-0.026
12/28/2017,-1.983,-0.259
12/27/2017,-1.996,-1.202
12/22/2017,-1.957,-1.093
12/21/2017,-1.932,-1.361
12/20/2017,-1.913,-1.704
12/19/2017,-1.954,-1.567
12/18/2017,-1.997,-2.190
12/15/2017,-1.967,-1.167
12/14/2017,-1.945,-1.655
12/13/2017,-1.910,-0.659
12/12/2017,-1.929,0.185
12/11/2017,-1.930,0.448
12/08/2017,-1.897,-0.462
12/07/2017,-1.926,0.137
12/06/2017,-1.929,-0.147
12/05/2017,-1.903,-0.264
12/04/2017,-1.866,-0.222
12/01/2017,-1.910,0.500
11/30/2017,-1.841,-0.503
11/29/2017,-1.848,0.188
11/28/2017,-1.938,1.448
11/27/2017,-1.935,0.873
11/24/2017,-1.938,1.460
11/23/2017,-1.931,1.090
11/22/2017,-1.913,0.996
11/21/2017,-1.945,0.377
11/20/2017,-1.932,1.140
11/17/2017,-1.901,1.427
11/16/2017,-1.880,1.959
11/15/2017,-1.897,1.929
11/14/2017,-1.892,1.502
11/13/2017,-1.896,1.647
11/10/2017,-1.873,1.138
11/09/2017,-1.926,1.811
11/08/2017,-1.958,1.299
11/07/2017,-1.935,1.485
11/06/2017,-1.895,2.613
11/03/2017,-1.885,2.900
11/02/2017,-1.908,2.804
11/01/2017,-1.868,2.334
10/31/2017,-1.838,1.376
10/30/2017,-1.815,1.508
10/27/2017,-1.787,1.599
10/26/2017,-1.772,0.726
10/25/2017,-1.780,0.885
10/24/2017,-1.810,1.299
10/23/2017,-1.842,1.159
10/20/2017,-1.816,0.820
10/19/2017,-1.878,1.309
10/18/2017,-1.860,0.938
10/17/2017,-1.917,1.230
10/16/2017,-1.880,0.680
10/13/2017,-1.845,0.937
10/12/2017,-1.822,0.741
10/11/2017,-1.851,1.156
10/10/2017,-1.837,1.526
10/09/2017,-1.812,1.086
10/06/2017,-1.818,1.343
10/05/2017,-1.792,1.383
10/04/2017,-1.782,1.066
10/03/2017,-1.767,1.146
10/02/2017,-1.790,1.711
09/29/2017,-1.774,1.848
09/28/2017,-1.753,1.572
09/27/2017,-1.748,0.963
09/26/2017,-1.785,1.471
09/25/2017,-1.808,1.139
09/22/2017,-1.790,1.231
09/21/2017,-1.785,1.131
09/20/2017,-1.801,1.980
09/19/2017,-1.780,2.571
09/18/2017,-1.774,2.444
09/15/2017,-1.781,3.539
09/14/2017,-1.890,4.333
09/13/2017,-1.935,4.372
09/12/2017,-1.922,4.034
09/11/2017,-2.019,4.377
09/08/2017,-2.063,5.462
09/07/2017,-2.085,5.237
09/06/2017,-2.027,4.947
09/05/2017,-1.997,4.527
09/04/2017,-1.967,4.315
09/01/2017,-1.977,3.942
08/31/2017,-2.011,5.076
08/30/2017,-2.024,4.736
08/29/2017,-2.056,4.179
08/25/2017,-2.001,3.925
08/24/2017,-1.991,4.162
08/23/2017,-1.987,4.121
08/22/2017,-1.951,4.295
08/21/2017,-1.970,4.331
08/18/2017,-1.964,5.209
08/17/2017,-1.958,5.323
08/16/2017,-1.955,5.830
08/15/2017,-1.957,5.423
08/14/2017,-1.955,5.833
08/11/2017,-1.981,6.071
08/10/2017,-1.967,5.679
08/09/2017,-1.934,6.096
08/08/2017,-1.896,5.354
08/07/2017,-1.882,5.396
08/04/2017,-1.862,5.208
08/03/2017,-1.873,5.741
08/02/2017,-1.824,5.338
08/01/2017,-1.845,5.913
07/31/2017,-1.816,5.500
07/28/2017,-1.813,5.175
07/27/2017,-1.832,5.307
07/26/2017,-1.854,4.844
07/25/2017,-1.841,4.628
07/24/2017,-1.894,4.656
07/21/2017,-1.868,4.857
07/20/2017,-1.814,5.730
07/19/2017,-1.808,6.515
07/18/2017,-1.767,6.383
07/17/2017,-1.710,6.335
07/14/2017,-1.716,6.626
07/13/2017,-1.774,5.955
07/12/2017,-1.812,7.128
07/11/2017,-1.756,6.963
07/10/2017,-1.775,6.809
07/07/2017,-1.768,7.063
07/06/2017,-1.788,7.564
07/05/2017,-1.833,6.241
07/04/2017,-1.868,6.254
07/03/2017,-1.862,5.549
06/30/2017,-1.859,5.672
06/29/2017,-1.829,4.936
06/28/2017,-1.908,5.239
06/27/2017,-1.953,5.182
06/26/2017,-2.009,5.589
06/23/2017,-1.999,5.318
06/22/2017,-2.037,4.876
06/21/2017,-2.024,5.715
06/20/2017,-2.000,6.425
06/19/2017,-1.984,6.199
06/16/2017,-1.974,6.571
06/15/2017,-1.962,6.256
06/14/2017,-2.045,6.925
06/13/2017,-1.992,7.516
06/12/2017,-2.046,7.262
06/09/2017,-2.011,6.225
06/08/2017,-1.972,6.081
06/07/2017,-2.031,5.750
06/06/2017,-2.048,4.968
06/05/2017,-2.030,4.885
06/02/2017,-2.057,4.634
06/01/2017,-2.042,4.138
05/31/2017,-2.044,4.604
05/30/2017,-2.074,4.237
05/26/2017,-2.056,4.141
05/25/2017,-2.044,4.136
05/24/2017,-2.058,4.196
05/23/2017,-2.056,3.703
05/22/2017,-2.038,3.507
05/19/2017,-2.045,3.572
05/18/2017,-2.045,3.786
05/17/2017,-2.047,4.170
05/16/2017,-2.021,3.851
05/15/2017,-2.015,4.159
05/12/2017,-2.016,3.872
05/11/2017,-1.993,3.501
05/10/2017,-1.976,2.701
05/09/2017,-1.930,2.508
05/08/2017,-1.919,3.151
05/05/2017,-1.947,2.392
