Date,1d,1w,2w,3w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,15m,18m,21m,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,30y
23/10/2013,2.49225,2.49269,2.49272,2.49193,2.49194,2.48429,2.4795,2.47094,2.46261,2.45654,2.45264,2.45052,2.45181,2.45656,2.46356,2.47235,2.50669,2.5663,2.63857,2.70836,3.00429,3.2484,3.46278,3.66121,3.82329,3.95488,4.06266,4.14188,4.30179,4.42947,4.50094,4.55846
24/10/2013,2.49114,2.49158,2.49172,2.49127,2.49144,2.48436,2.48063,2.47186,2.46411,2.4596,2.45802,2.45742,2.45974,2.46499,2.47266,2.48279,2.51641,2.57988,2.65356,2.71263,2.99399,3.2353,3.44462,3.64808,3.8127,3.94694,4.0523,4.14176,4.30166,4.42932,4.5008,4.55833
25/10/2013,2.5,2.50044,2.4958,2.49324,2.49203,2.48323,2.47995,2.47075,2.46299,2.45751,2.45425,2.45198,2.45399,2.45866,2.46576,2.47422,2.50625,2.56126,2.62937,2.70059,2.99145,3.23537,3.44471,3.64057,3.81023,3.94187,4.05222,4.13661,4.29904,4.42421,4.49569,4.55323
28/10/2013,2.5,2.50044,2.49469,2.49247,2.49154,2.48258,2.47919,2.47033,2.46189,2.45513,2.45105,2.44907,2.45111,2.45565,2.4631,2.47165,2.50353,2.55796,2.62545,2.70339,3.00437,3.24803,3.45992,3.66349,3.83825,3.97753,4.08803,4.17748,4.33993,4.46506,4.5442,4.61445
29/10/2013,2.5,2.50044,2.49359,2.4917,2.49103,2.48123,2.47745,2.46602,2.45585,2.44839,2.44303,2.4393,2.43901,2.44139,2.44632,2.45335,2.48126,2.53324,2.59796,2.66428,2.96596,3.21501,3.43198,3.63807,3.81024,3.94693,4.05743,4.14943,4.31191,4.44466,4.5187,4.58896
30/10/2013,2.5,2.4983,2.49229,2.49086,2.49045,2.48082,2.47713,2.46565,2.45284,2.44429,2.43793,2.43417,2.43165,2.43279,2.43662,2.44333,2.46975,2.52803,2.59765,2.65733,2.93777,3.18706,3.40406,3.61269,3.78989,3.93164,4.04974,4.13919,4.30167,4.43442,4.50846,4.57873
31/10/2013,2.5,2.49765,2.49483,2.49423,2.49428,2.48562,2.48376,2.47689,2.47024,2.46389,2.4609,2.4602,2.46322,2.46868,2.47755,2.48921,2.52491,2.58885,2.65943,2.70967,2.99657,3.2455,3.46503,3.66855,3.8409,3.98018,4.09316,4.18264,4.34517,4.48046,4.55955,4.61958
01/11/2013,2.5,2.49397,2.49329,2.49343,2.49395,2.48761,2.48707,2.48027,2.47396,2.46939,2.46712,2.46773,2.47299,2.48041,2.49181,2.50343,2.54612,2.60864,2.68564,2.73974,3.02983,3.27614,3.49313,3.69924,3.87149,4.01078,4.12624,4.21323,4.37824,4.51106,4.59012,4.65015
04/11/2013,2.5,2.49172,2.49161,2.492,2.49218,2.48708,2.4861,2.48292,2.48049,2.47969,2.4803,2.48397,2.49001,2.49994,2.51321,2.5273,2.57608,2.64196,2.71927,2.80252,3.11449,3.36502,3.57951,3.78185,3.95038,4.08971,4.2003,4.28726,4.44978,4.58259,4.65402,4.70892
05/11/2013,2.4968,2.49724,2.49788,2.49853,2.49804,2.49238,2.49152,2.4875,2.48351,2.48092,2.48016,2.48342,2.49015,2.50164,2.51342,2.52812,2.57876,2.64664,2.72548,2.79698,3.10418,3.35502,3.56951,3.77693,3.95049,4.09252,4.20299,4.29501,4.45753,4.59032,4.66172,4.71662
